Compound,m/z,z,p value,specificity,areas
Sel Score: 0.33 RTime: 2747.348,406.9544,4.0,0.1394027147250275,Unclear,"[1734570.5231936574, 1873173.3732680916, 3545535.1515651443, 6091475.636999906, 5559632.716182874, 2677161.0586712956]"
Sel Score: 0.33 RTime: 2401.95,460.4824,2.0,0.07231676472389367,WDR5,"[4810548.27524809, 3174007.180590491, 3047816.508115912, 4985417.096486998, 8390582.709136944, 8725758.726696996]"
Sel Score: 0.33 RTime: 3212.939,440.4899,4.0,0.1517973112717597,Unclear,"[7805163.145754689, 3202465.780283242, 10837655.732518, 19743421.08075878, 15645589.600921437, 8380605.217607621]"
Sel Score: 0.33 RTime: 2653.423,425.9675,2.0,0.18207180814136878,Unclear,"[4594048.501666814, 4113715.7132255505, 2992449.117420945, 7490802.703248109, 11403964.938985914, 4548331.543317074]"
Sel Score: 0.33 RTime: 3206.124,423.7404,2.0,0.05028243598507645,WDR5,"[6066491.427815974, 3541145.39868692, 3498635.7984018466, 8684450.245018447, 10933661.34666476, 6642631.226376142]"
Sel Score: 0.33 RTime: 2252.232,433.7434,4.0,0.21484458782954746,Unclear,"[6962666.014175904, 1319005.6612165323, 3754032.1638001255, 11290929.845897138, 8847115.528312096, 3981278.41414261]"
Sel Score: 0.33 RTime: 2427.929,441.2401,2.0,0.4634105050191005,Unclear,"[3714998.940338856, 7116010.664683331, 5285426.991968717, 5777609.244333191, 22687733.497399323, 3839231.279689757]"
Sel Score: 0.33 RTime: 4295.006,579.288,3.0,0.037433341469471575,WDR5,"[6744263.608215782, 2850229.138308941, 4371173.789279242, 9632725.919474637, 8339275.053775747, 10024466.180331893]"
Sel Score: 0.33 RTime: 1558.366,385.9732,2.0,0.18196928315759134,Unclear,"[3141070.6498485855, 3140096.85642718, 3437361.9630858833, 9633996.728357844, 4220996.578674225, 5630611.791195377]"
Sel Score: 0.33 RTime: 2161.759,388.2224,2.0,0.07989992133573091,WDR5,"[1582035.6806720295, 2827854.0020369086, 862605.7006167534, 3754159.999386275, 4219167.634745436, 2598203.2338927165]"
Sel Score: 0.33 RTime: 3417.799,420.9844,2.0,0.36435945721613777,Unclear,"[5218593.47561877, 4581992.942722947, 3187948.29746608, 16048016.80826218, 6115994.178509943, 3881184.3498647274]"
Sel Score: 0.33 RTime: 1510.037,390.7131,2.0,0.015957102733630237,WDR5,"[2765293.780185526, 2068497.4080782782, 1431080.8729194251, 4537849.9213237325, 3488537.4676967207, 4536971.278833615]"
Sel Score: 0.33 RTime: 2428.701,455.2422,4.0,0.14482121302758502,Unclear,"[9881326.087973012, 7259384.065640648, 761347.6813926434, 14158252.652046688, 11126047.16117133, 10622298.65299664]"
Sel Score: 0.33 RTime: 2272.005,436.9713,2.0,0.10623507041138278,WDR5,"[5205889.418646123, 7996549.132136945, 5606088.261669164, 17167230.908110943, 11487698.727089409, 9072575.59318359]"
Sel Score: 0.33 RTime: 2488.039,432.7202,4.0,0.10044282917549961,WDR5,"[9655441.189488117, 7246999.339068906, 2301944.016320849, 17033819.360166807, 11226188.97058659, 10264109.704644622]"
Sel Score: 0.33 RTime: 2377.567,434.4748,4.0,0.07052511737664677,WDR5,"[2884716.9239314785, 7586886.202511014, 8821723.605168993, 11147984.922800407, 10816874.790217966, 16739926.350217344]"
Sel Score: 0.33 RTime: 3706.935,427.7333,2.0,0.10174934068774209,WDR5,"[3247104.7760903803, 4809230.950104047, 2469309.35873046, 8343161.9896731945, 8419099.729940131, 4353613.852325928]"
Sel Score: 0.33 RTime: 2369.409,453.7342,2.0,0.06427047858267618,WDR5,"[3908160.676375176, 4328205.958868866, 3169808.997853196, 7852455.272985598, 5601623.310872057, 9428449.65641156]"
Sel Score: 0.33 RTime: 3489.396,428.4875,2.0,0.2626565557675631,Unclear,"[4158604.9235310676, 3652110.626173431, 1838038.363898722, 4641089.041145495, 10675442.986711329, 4040534.709577298]"
Sel Score: 0.33 RTime: 2663.465,426.4957,2.0,0.2826803345950088,Unclear,"[3294931.484461049, 3683025.7105480023, 3053281.258574551, 5206286.071029977, 11249167.390308732, 3669673.8817403824]"
Sel Score: 0.33 RTime: 3368.729,422.7286,4.0,0.3173530765296514,Unclear,"[6586328.41534319, 7435308.612030501, 4875295.0523518175, 22136286.76641676, 6584987.969455277, 9193269.040648153]"
Sel Score: 0.33 RTime: 4002.198,478.9973,2.0,0.0373050569855474,WDR5,"[2796569.5612321068, 2704496.7424492477, 1660837.6536001556, 5925299.952559572, 4595766.533056945, 3849947.1149077825]"
Sel Score: 0.33 RTime: 5235.923,601.6239,3.0,0.4125400816043903,Unclear,"[2041886.830701493, 1825119.3261519966, 2098182.778742695, 7881957.051008749, 1830383.7991362708, 2258201.3614090276]"
Sel Score: 0.33 RTime: 6250.423,922.1738,2.0,0.37767574122136005,Unclear,"[1956708.0351241964, 3371771.4906116924, 3259721.9196909256, 10810788.271191685, 3898713.748262142, 2526660.3975848733]"
Sel Score: 0.33 RTime: 3671.639,440.2214,4.0,0.0931729647241824,WDR5,"[1836698.8354971753, 3300031.0572968395, 3630269.2858315995, 7931151.037286382, 4319889.742894734, 5345330.481959629]"
Sel Score: 0.33 RTime: 3405.104,546.9439,3.0,0.21715979491307827,Unclear,"[2106493.689831756, 2796922.7262268765, 6380034.842011797, 5384278.445190286, 11784230.776234914, 5478684.649141183]"
Sel Score: 0.33 RTime: 1492.018,419.4705,4.0,0.06183436543684617,WDR5,"[3720455.10299112, 2107440.9031430655, 4231939.13751838, 5267429.900905315, 8738730.757497154, 6190097.762993081]"
Sel Score: 0.33 RTime: 2688.779,417.2225,4.0,0.28396362987349894,Unclear,"[4032084.922444686, 9268698.808205634, 3389569.422361214, 11594396.365632763, 17607896.173810653, 4307394.469928441]"
Sel Score: 0.33 RTime: 2773.572,435.9684,2.0,0.0004188340615229485,WDR5,"[5202860.195376688, 5359276.231865273, 4343305.62263052, 10511271.10788561, 10063054.050169, 9354569.681234315]"
Sel Score: 0.33 RTime: 1245.939,417.2347,4.0,0.33856060093842466,Unclear,"[94480.00167679046, 4212543.762134945, 13402513.532338722, 8671194.166509937, 19445911.693871476, 7442379.088033358]"
Sel Score: 0.33 RTime: 1682.268,422.9686,2.0,0.1123320919340819,WDR5,"[2486724.521465794, 1680745.032971836, 3311715.1602857597, 3028135.105321389, 5740570.240267758, 6249794.3710207585]"
Sel Score: 0.33 RTime: 3035.525,416.4804,2.0,0.27196553499327214,Unclear,"[5293449.50176314, 3199799.5672910353, 4493489.015801689, 9514288.72740258, 13295840.6900217, 3267842.8377827164]"
Sel Score: 0.33 RTime: 2173.065,446.7289,4.0,0.24971538148404446,Unclear,"[8734398.121101378, 2731011.78348858, 6002790.185541108, 9320175.653266493, 18929221.95545147, 6841692.508397699]"
Sel Score: 0.33 RTime: 3388.803,477.734,2.0,0.07458918159415644,WDR5,"[3456079.349696167, 2983031.182204966, 2651884.157602501, 4270450.9058076795, 7387305.816816218, 6605176.4829821605]"
Sel Score: 0.33 RTime: 2472.398,451.2369,4.0,0.08617468230426331,WDR5,"[5676322.1675241515, 5074477.4470807845, 3824893.7904122556, 7789631.8851819, 13060613.08165728, 8430999.9655115]"
Sel Score: 0.33 RTime: 3326.455,449.9711,2.0,0.44443669483465104,Unclear,"[3276280.938093354, 6916683.407550988, 3213503.739777555, 18376223.817256782, 5368729.486593785, 3187444.324995408]"
Sel Score: 0.33 RTime: 3236.261,480.2484,2.0,0.20916893819710758,Unclear,"[1827540.0197027128, 3970520.48653967, 2664078.3161537545, 4962758.170896781, 8714848.676050998, 3322905.8160783793]"
Sel Score: 0.33 RTime: 4132.409,591.625,3.0,0.48467559273682176,Unclear,"[4173633.765865197, 3088948.9777614707, 5335130.196456403, 17232107.95951171, 9983.0, 8069601.903048094]"
Sel Score: 0.33 RTime: 3263.255,461.9758,2.0,0.2114709745706974,Unclear,"[3320818.2314520124, 6025312.798085262, 2527365.636215331, 6005475.816654093, 12440277.162153352, 5412288.819450308]"
Sel Score: 0.33 RTime: 2935.424,408.2165,2.0,0.42766327523608555,Unclear,"[3431394.412472189, 5264038.570343647, 4823720.146720865, 3463723.8041407214, 18190659.684381288, 5512311.583191101]"
Sel Score: 0.33 RTime: 3470.797,455.2245,2.0,0.008865090817147299,WDR5,"[3162810.9390207245, 2381754.11518302, 2132657.119976924, 5216369.770689078, 5814573.250698591, 4399286.2571539]"
Sel Score: 0.33 RTime: 3888.882,507.2552,2.0,0.2937748236841481,Unclear,"[1516692.5462707886, 3820060.696350377, 1773411.419262185, 8154318.232783344, 3067056.6357768155, 3070196.126447466]"
Sel Score: 0.33 RTime: 3782.261,427.4683,2.0,0.12289589144709641,WDR5,"[1259147.2431974257, 3134731.4650523476, 1815241.6510240256, 4108290.0800230596, 2695499.5671569984, 5679320.302316579]"
Sel Score: 0.33 RTime: 2632.9,446.7412,4.0,0.3575327877268923,Unclear,"[4739448.89042279, 10038218.035343835, 6417992.625078483, 7482057.958668083, 26214427.1918358, 8918377.784122696]"
Sel Score: 0.33 RTime: 2261.97,436.4933,2.0,0.2724267291276792,Unclear,"[2659018.5965767903, 8123197.913853856, 2870846.921934038, 11041131.42954208, 13130752.920621673, 3278303.16808187]"
Sel Score: 0.33 RTime: 3345.682,573.3061,3.0,0.202961652236419,Unclear,"[6893330.620431032, 2552679.280898768, 3050256.177178041, 5417031.596672392, 12842068.371791217, 6867440.052867339]"
Sel Score: 0.33 RTime: 1233.627,413.4752,4.0,0.2374780327799684,Unclear,"[17421.075258813114, 5486784.775046502, 6156817.390774141, 11907938.757509677, 5434923.744749276, 6104403.225718062]"
Sel Score: 0.33 RTime: 2210.591,376.0014,5.0,0.08931662995336997,WDR5,"[3240588.4989107666, 1531109.5351827801, 949598.8956470749, 4007144.0623001363, 3200987.6481089834, 4296523.820964041]"
Sel Score: 0.33 RTime: 2743.699,527.6004,3.0,0.27006452503174455,Unclear,"[2069826.7020993847, 1752999.6560258456, 1872234.175591674, 2032054.3961284182, 6279394.562567532, 3140602.934814971]"
Sel Score: 0.33 RTime: 3976.528,560.943,3.0,0.06091559284021207,WDR5,"[5210732.497827061, 3749884.871085635, 4729199.921834692, 10172911.00923799, 10794463.25787945, 6569571.974474494]"
Sel Score: 0.33 RTime: 2774.667,450.4834,2.0,0.03099817148633049,WDR5,"[5032349.4901627395, 7360673.677416811, 3087041.7549670953, 11170879.504165793, 11392590.72621852, 8574575.07492869]"
Sel Score: 0.33 RTime: 4691.424,366.0111,3.0,0.027364415719955404,WDR5,"[1879692.9613828952, 3672878.8378974935, 4485615.397807588, 7039789.291998492, 5720127.7454191595, 7435471.159783764]"
Sel Score: 0.33 RTime: 2500.013,458.9818,4.0,0.17954946760121693,Unclear,"[5063786.293410538, 5019753.737971107, 3764011.777821569, 8865671.914810276, 13520554.450647602, 5475305.846037047]"
Sel Score: 0.33 RTime: 3671.005,440.4824,4.0,0.14509980140524623,Unclear,"[5547787.224931137, 4646279.39710886, 2727028.6971253585, 12438805.831795093, 7782703.510576267, 5776666.440325931]"
Sel Score: 0.33 RTime: 1513.748,431.9608,2.0,0.08921102582453476,WDR5,"[1279702.3590889513, 1716121.530276784, 1755607.332937615, 3960236.1413676995, 2136064.171224496, 3464571.2260824186]"
Sel Score: 0.33 RTime: 1992.926,430.2393,4.0,0.39626008467521057,Unclear,"[1870919.2097518588, 4090425.785155882, 4895734.269009542, 14081808.839311033, 4300916.516439637, 3465150.693639647]"
Sel Score: 0.33 RTime: 2585.559,416.2101,2.0,0.21788357832323965,Unclear,"[3288478.3508703467, 7923386.112233963, 2162251.8241958804, 13523314.971045103, 5048090.161989171, 8347102.515922135]"
Sel Score: 0.33 RTime: 3162.816,455.9863,4.0,0.10125419924688692,WDR5,"[8449734.4814247, 3360885.3607093906, 4856065.798411314, 13882092.71088197, 12595417.202115204, 7068098.237176418]"
Sel Score: 0.33 RTime: 2798.183,394.2133,2.0,0.20835784753107114,Unclear,"[2096939.465649721, 4643440.33056797, 870556.5434442612, 5764548.864247534, 6949285.300995317, 2606168.959264291]"
Sel Score: 0.33 RTime: 4762.81,603.6253,3.0,0.23696747476352495,Unclear,"[1663479.1788380055, 6389624.793482121, 2634316.967412394, 7976549.4976921985, 10326464.251996337, 3213439.845256359]"
Sel Score: 0.33 RTime: 2962.328,429.4762,4.0,0.047182821531203414,WDR5,"[8560786.429254433, 7458918.476920855, 8325473.709026683, 20134961.18705718, 13844385.21574281, 15036867.286824945]"
Sel Score: 0.33 RTime: 3308.66,434.7227,2.0,0.05264906541255393,WDR5,"[7194432.206660536, 8388854.72932524, 2889156.369391823, 10437217.871406833, 15488299.121919112, 11281907.99861458]"
Sel Score: 0.33 RTime: 4075.904,459.5027,2.0,0.1682878258546748,Unclear,"[932187.1675253927, 1628113.1188455033, 1071038.2581305625, 2561580.431589146, 3412262.7068552556, 1340651.1488854464]"
Sel Score: 0.33 RTime: 2379.733,419.7405,4.0,0.45264076692608873,Unclear,"[3809027.397985644, 3713221.5913905697, 2288310.0806107162, 3877344.2204929064, 13683946.896045394, 2200520.543062621]"
Sel Score: 0.33 RTime: 5005.207,618.2919,3.0,0.07822271634108671,WDR5,"[2891490.3639533035, 1066145.8976896624, 1846517.898886531, 4678258.969743852, 4371158.723633814, 2642475.8180350885]"
Sel Score: 0.33 RTime: 1801.901,463.2507,2.0,0.1503370808307852,Unclear,"[1379392.5364434235, 755544.9142871432, 2081849.9160928603, 3358386.2304697316, 3606803.664633196, 1529568.884377446]"
Sel Score: 0.33 RTime: 2823.573,439.9835,4.0,0.4162978914882938,Unclear,"[8835559.278538017, 7310780.169800462, 14470998.4782019, 16227421.44377307, 39931844.46976017, 5536156.341456087]"
Sel Score: 0.33 RTime: 3516.973,437.9885,2.0,0.08832067657076291,WDR5,"[4060252.4654935887, 4416365.255644109, 4308913.775130989, 10275942.069100237, 9649532.698181521, 5839232.29246441]"
Sel Score: 0.33 RTime: 5031.997,607.9732,3.0,0.32939642399232694,Unclear,"[9988.0, 1565343.2805123513, 2839505.1727026524, 4801217.213306321, 2953758.637634711, 1143854.3226015903]"
Sel Score: 0.33 RTime: 4040.67,537.6128,3.0,0.1741395253074579,Unclear,"[1908275.0896982178, 2882896.1465009507, 2226958.652029071, 2826576.6824523695, 6864027.889723161, 4456242.763644847]"
Sel Score: 0.33 RTime: 1384.943,356.2027,5.0,0.29539798811886403,Unclear,"[8259928.906054121, 6696366.320971191, 2808387.506509062, 13572305.893415617, 3814384.187598084, 18428904.33385258]"
Sel Score: 0.33 RTime: 1826.888,410.4775,2.0,0.3004892890095938,Unclear,"[3475874.254837561, 4998854.742757527, 3791127.617406716, 3985794.995596851, 6688540.317115297, 14059959.893617399]"
Sel Score: 0.33 RTime: 2138.047,433.49,2.0,0.4954387791604957,Unclear,"[10724724.64333067, 2971569.8310762956, 1119393.344981268, 21395330.157121994, 5641763.678550414, 2841436.4124678145]"
Sel Score: 0.33 RTime: 1648.83,369.0095,5.0,0.31677686965827445,Unclear,"[1411057.9393867075, 2994327.9468316818, 788386.1344483474, 6059364.638641101, 1769735.053494557, 2646438.410338316]"
Sel Score: 0.33 RTime: 1901.733,437.9754,2.0,0.11193098741996094,WDR5,"[2415637.7770035192, 4797316.856359894, 5194515.230309395, 10998028.579283888, 5246482.888567426, 8783748.51367995]"
Sel Score: 0.33 RTime: 3022.785,434.2165,2.0,0.029220776634144893,WDR5,"[6834820.06807306, 4896891.933727625, 2952797.5356142996, 9466385.648432098, 11004401.84515417, 9152496.356235202]"
Sel Score: 0.33 RTime: 2402.023,434.4947,4.0,0.0015494876958272634,WDR5,"[3735402.708270548, 3360619.5081801265, 2921070.260210421, 7108603.47742562, 7006853.205405645, 6092510.223957761]"
Sel Score: 0.33 RTime: 2257.72,423.2297,4.0,0.1398325962356867,Unclear,"[7348721.161097299, 5696892.215852363, 3580887.0048216153, 6946176.900347982, 15614329.579886628, 10981061.107071625]"
Sel Score: 0.33 RTime: 1648.657,433.2423,4.0,0.28196281391273575,Unclear,"[5156094.667125028, 6026452.761697836, 3278572.4721223637, 16401710.494458726, 5428949.569804154, 7345834.694434825]"
Sel Score: 0.33 RTime: 1729.428,424.4864,4.0,0.3741490798555977,Unclear,"[5707273.945083185, 10150681.278516984, 1010024.0952069627, 6210505.683665457, 6787969.022330971, 21043595.3495822]"
Sel Score: 0.33 RTime: 1637.294,433.4741,2.0,0.1641796045970729,Unclear,"[1419158.1146598444, 3786798.552188243, 4170294.197032587, 8367159.216523326, 3303504.6906727795, 7257765.389456897]"
Sel Score: 0.33 RTime: 2830.039,550.9529,3.0,0.16558269310856072,Unclear,"[4549846.003276139, 2624349.169512481, 2961706.833977592, 5327377.639389361, 10154609.620315544, 4980722.94034276]"
Sel Score: 0.33 RTime: 2644.511,437.9971,4.0,0.28795251752806894,Unclear,"[5615402.978504764, 5643911.256982949, 7040073.257373977, 16439148.085265702, 16870305.301019862, 3636063.4094208647]"
Sel Score: 0.33 RTime: 2663.437,418.7442,2.0,0.23429777556257586,Unclear,"[1680183.9270903359, 3939983.344231811, 4144745.363465895, 6257232.305565339, 10189616.761774711, 3270680.631601342]"
Sel Score: 0.33 RTime: 1852.921,385.7188,2.0,0.08550349679752497,WDR5,"[1028156.010043869, 477414.2353977673, 1324392.5508691387, 2231269.7012794716, 1244555.0659758886, 2239253.0638758685]"
Sel Score: 0.33 RTime: 2994.425,427.7171,4.0,0.10045727048002542,WDR5,"[5812047.50663539, 6171166.025843196, 3459244.852614286, 11606997.389026545, 6548705.991760625, 13032271.634782203]"
Sel Score: 0.33 RTime: 2458.881,446.9914,4.0,0.09517668900347033,WDR5,"[10428227.821585763, 5265126.1007755855, 5090600.30326261, 19156714.72172474, 11392101.360838924, 11438456.808755016]"
Sel Score: 0.33 RTime: 3001.008,426.7142,2.0,0.3746473433358941,Unclear,"[4356708.46213834, 5041769.423505795, 2740072.249988034, 4487794.681310291, 15458505.553531887, 4576941.02349817]"
Sel Score: 0.33 RTime: 2754.972,473.9913,4.0,0.005424693481805209,WDR5,"[3181039.230249724, 3055874.248336423, 1973919.5478923204, 4918397.478878064, 5878732.85119624, 5791820.189505428]"
Sel Score: 0.33 RTime: 2268.708,441.2466,2.0,0.22827893937682522,Unclear,"[2897485.3627665816, 8127768.17685819, 8254420.190816291, 6175533.343438937, 19628596.491402622, 13159235.528398462]"
Sel Score: 0.33 RTime: 3559.251,444.2344,2.0,0.26738524980936185,Unclear,"[3233047.4161630305, 6206072.792735143, 9466216.670798903, 18657291.33472366, 15075828.249913864, 4483876.651554912]"
Sel Score: 0.33 RTime: 2176.85,441.9745,2.0,0.3104552189131035,Unclear,"[611886.9854758749, 7882346.350040236, 2297498.14055355, 4520923.560008707, 5497871.959067972, 11797212.81514059]"
Sel Score: 0.33 RTime: 3719.647,547.6163,3.0,0.18525292556118167,Unclear,"[2867142.3918229607, 4652687.119100832, 3864146.681992286, 8628549.625338988, 10544238.601157041, 3841211.1073976345]"
Sel Score: 0.33 RTime: 3153.152,422.9691,2.0,0.36672988141222285,Unclear,"[3512837.586106227, 10965710.332842477, 3030934.1127744797, 6223437.626995257, 21771036.583451465, 7403962.214808474]"
Sel Score: 0.33 RTime: 2480.86,401.954,4.0,0.06097398595568898,WDR5,"[2733512.023323011, 1246325.7053462486, 2639326.110264955, 3724752.018393201, 3831128.3862784873, 5828296.57435083]"
Sel Score: 0.33 RTime: 3738.792,434.7283,4.0,0.15468856761274244,Unclear,"[3113729.493137119, 1582164.6520600272, 5232823.5430256445, 5515395.245475211, 9758050.475653399, 4803894.69924525]"
Sel Score: 0.33 RTime: 2034.837,414.4653,2.0,0.20733580766040227,Unclear,"[1900958.4241801477, 6307348.3309721835, 1611992.550500409, 4836862.318184168, 5156923.7776933, 9865853.794941105]"
Sel Score: 0.33 RTime: 3366.008,451.4809,4.0,0.2802440317915548,Unclear,"[5380150.877342995, 4690799.097071868, 4641691.152243797, 16148416.650701473, 9264593.784487441, 4344463.211804705]"
Sel Score: 0.33 RTime: 4033.909,449.2348,2.0,0.06151923878526576,WDR5,"[3733812.6687336257, 1808204.7044059264, 1996775.5957052575, 3688508.8162635174, 5235410.072666779, 6325602.663331477]"
Sel Score: 0.33 RTime: 3425.587,448.7276,4.0,0.12283929554752684,WDR5,"[3793187.9862790476, 4176562.235483943, 3509256.1850028015, 4689420.836414613, 9029686.364642438, 9500796.858917115]"
Sel Score: 0.33 RTime: 1850.513,395.9672,4.0,0.3112265981948409,Unclear,"[2024663.8898557553, 3456017.574497887, 2496249.1880131266, 3910618.350587828, 2833192.231596411, 9394667.595244406]"
Sel Score: 0.33 RTime: 2604.6,433.7305,4.0,0.1414406915420338,Unclear,"[4828876.817977167, 12785998.961826256, 3018092.9345338335, 14499087.83419874, 14055264.07707271, 13192693.757734586]"
Sel Score: 0.33 RTime: 2916.327,449.4902,2.0,0.06829501643800273,WDR5,"[6536805.835612471, 2683359.037506003, 5169789.388636463, 6973727.693993646, 12337162.693493327, 9804822.785310805]"
Sel Score: 0.33 RTime: 1918.781,390.2119,2.0,0.1887361949916506,Unclear,"[2575530.629843816, 735080.8902646443, 2331301.8905087635, 4737825.58426931, 4874136.94427294, 1804660.9114962919]"
Sel Score: 0.33 RTime: 2620.744,432.7404,2.0,0.08279115678421231,WDR5,"[2621773.1893253713, 8189746.072432204, 3652381.2291593766, 7962903.71355485, 9682746.18074626, 11624054.687629994]"
Sel Score: 0.33 RTime: 1383.467,401.4785,2.0,0.35881837615362966,Unclear,"[5509475.181361815, 6471717.55894155, 6851840.018982102, 22884434.28415582, 4289221.244387221, 10939324.324609542]"
Sel Score: 0.33 RTime: 2550.344,435.4777,2.0,0.1441681340430032,Unclear,"[6198776.053781836, 7873073.621402765, 7317102.9264490325, 15285019.933231108, 19428911.21828152, 8576962.83082086]"
Sel Score: 0.33 RTime: 3387.599,429.2244,2.0,0.2833795343083426,Unclear,"[3475359.170249353, 10044340.013607666, 2699361.8195757587, 16760467.21534336, 11915979.007651664, 4151862.7364251353]"
Sel Score: 0.33 RTime: 4105.457,542.9417,3.0,0.04044118988177326,WDR5,"[2258541.8422312313, 2822503.3912951373, 1954444.7263807165, 5620313.216422062, 5011567.176171005, 3609688.7311031427]"
Sel Score: 0.33 RTime: 2134.505,439.9595,2.0,0.36714148149722226,Unclear,"[952192.3982264436, 2219296.534651065, 1502090.2020173215, 2260950.2362082754, 1341223.073735307, 5863290.1033759145]"
Sel Score: 0.33 RTime: 1545.601,416.4624,2.0,0.19091145531638234,Unclear,"[4881142.481604062, 3016102.8894706215, 3355773.434257959, 9138183.947013754, 10064733.146451132, 3589807.4965243493]"
Sel Score: 0.33 RTime: 2887.13,416.2173,4.0,0.24437170403428093,Unclear,"[7689936.0837927265, 9191785.208713582, 7273643.8309598975, 26399404.264535632, 12264760.59833589, 10265390.320846062]"
Sel Score: 0.33 RTime: 3232.116,426.7366,4.0,0.11283229663700912,WDR5,"[6286836.148424256, 3240954.9537370214, 1236360.563272635, 8070871.735052961, 8198579.397325482, 5541189.119837158]"
Sel Score: 0.33 RTime: 2182.439,451.2362,2.0,0.47483946916288616,Unclear,"[3282528.17347161, 4714765.788014645, 4203964.154865364, 3534481.844336542, 17801187.0152557, 3388922.349640851]"
Sel Score: 0.33 RTime: 3795.651,572.2786,3.0,0.07367877243263002,WDR5,"[4082716.0265020314, 4021040.3115326595, 4155207.431650686, 9549757.126645638, 5866746.840712834, 9426813.616458286]"
Sel Score: 0.33 RTime: 2005.845,426.2299,2.0,0.035267730335780734,WDR5,"[5969435.183064581, 4409985.516820718, 4941168.5818671705, 12128952.203164358, 8070981.113838708, 10850950.30992594]"
Sel Score: 0.33 RTime: 2588.711,459.9856,4.0,0.2319369219440792,Unclear,"[5241464.628458755, 2252238.206552026, 6164969.218718549, 6726873.415124222, 14825049.679764047, 6136687.535186638]"
Sel Score: 0.33 RTime: 2259.057,432.2163,2.0,0.19250265280329054,Unclear,"[1159288.592456491, 5975380.341857486, 6919611.276253752, 6635282.94702436, 14344331.71221961, 7516137.393386716]"
Sel Score: 0.33 RTime: 2385.862,404.9747,2.0,0.3698763957030233,Unclear,"[4740891.397433898, 3648731.1574673206, 2435366.3856389504, 5483333.687856303, 13598052.742587965, 2867213.005395768]"
Sel Score: 0.33 RTime: 2197.538,398.7044,4.0,0.18975996248135812,Unclear,"[1349030.551230502, 2593136.6476255353, 2276561.602111258, 2949636.6214546533, 3221357.2541443123, 6438022.43726314]"
Sel Score: 0.33 RTime: 1504.232,343.989,5.0,0.22157675522032605,Unclear,"[6221940.883384039, 1682520.9482210292, 713852.6014367152, 6470840.604401861, 4002243.005443421, 7001434.335962229]"
Sel Score: 0.33 RTime: 1660.983,408.4844,2.0,0.06739390835099424,WDR5,"[2246080.8433114304, 2045428.7962644044, 2163025.668241049, 5220501.595779085, 4688931.691456568, 3179260.1502320655]"
Sel Score: 0.33 RTime: 2529.032,438.7458,2.0,0.05444594606697053,WDR5,"[5141401.795378702, 4715079.379511953, 1618879.9882486346, 9561799.259142745, 7143627.099855311, 6566255.659626424]"
Sel Score: 0.33 RTime: 2989.041,411.9814,2.0,0.35420466671532824,Unclear,"[4444986.220459209, 7381219.147451232, 3461536.9387122677, 8590508.73621871, 18636776.668088436, 3776395.2117998116]"
Sel Score: 0.33 RTime: 3206.523,396.7231,2.0,0.0224328105265149,WDR5,"[1996790.8095132688, 1810367.6734204392, 1093717.6584041356, 2718339.107628925, 3275391.1585008968, 3946731.524547508]"
Sel Score: 0.33 RTime: 1583.42,437.4827,2.0,0.32964597591036376,Unclear,"[8921498.534054512, 886282.973008151, 8551026.10355668, 20048980.4750192, 13583801.2271894, 3604591.938831079]"
Sel Score: 0.33 RTime: 2558.251,459.2472,4.0,0.17212447220555335,Unclear,"[8071220.007165745, 4796758.553612259, 2562096.35873518, 7057194.182599174, 15538207.212879272, 8704873.745169776]"
Sel Score: 0.33 RTime: 1283.015,417.9899,2.0,0.12958921774382548,WDR5,"[1046826.4733222832, 8544886.366930759, 6086509.816115298, 9471457.206315188, 8429193.11320363, 13907166.533703677]"
Sel Score: 0.33 RTime: 5122.195,604.3087,3.0,0.32044865861912425,Unclear,"[1413041.9693216563, 2033846.413778482, 5382978.228230874, 7832906.129795589, 8588833.36914033, 1492515.6807011345]"
Sel Score: 0.33 RTime: 4813.398,664.8736,2.0,0.12985771662938847,WDR5,"[590470596.236835, 552246340.9898026, 462130690.8579607, 992092700.0510571, 1511991762.5601354, 751977429.4080216]"
Sel Score: 0.33 RTime: 1333.138,360.399,5.0,0.10004737313791923,WDR5,"[5519307.682672608, 5132406.976182751, 3986635.896015494, 11551460.099945612, 6304299.955583907, 11845626.867556306]"
Sel Score: 0.33 RTime: 3094.409,569.95,3.0,0.10150474697064119,WDR5,"[5262903.21833712, 2937310.9470193237, 5391316.208614417, 9681632.751677664, 5928594.929559858, 11975535.982629737]"
Sel Score: 0.33 RTime: 2682.519,428.4796,2.0,0.30019321087645245,Unclear,"[7469390.799967452, 4680524.483609512, 4937909.03012975, 4336445.112801721, 19053502.948209435, 11292091.99755123]"
Sel Score: 0.33 RTime: 2362.727,418.7368,2.0,0.29573892142427693,Unclear,"[4282244.871562956, 4077008.1747596683, 5439698.870205892, 4861674.439297848, 15970955.273407608, 7178226.373709025]"
Sel Score: 0.33 RTime: 3946.807,538.5979,3.0,0.21888483599220984,Unclear,"[2562914.0276587293, 1955490.7227567425, 2062732.2459638289, 6307045.837322021, 1984717.4361158474, 5067553.5699136]"
Sel Score: 0.33 RTime: 2337.052,421.9812,4.0,0.04701656810944089,WDR5,"[5681530.502493339, 7449371.423588407, 3647028.7797297616, 10553000.379485728, 14412492.155059904, 9093414.976756098]"
