Compound,m/z,z,p value,specificity
"Sel Score: 0.78 RTime: 1614.776 Areas: [9443890.295092577, 12146266.745225547, 14822056.252641557, 8952268.916645912, 5539870.14376127, 12453743.727929434]",358.5943,5.0,0.026809389200534644,12ca5
"Sel Score: 0.78 RTime: 2352.474 Areas: [37155694.66379824, 27067690.55278932, 25705275.937923066, 11475724.53835421, 6860428.406924833, 10835250.367151191]",532.939,3.0,0.013627644600174849,12ca5
"Sel Score: 0.78 RTime: 2571.604 Areas: [14808220.263206655, 17895521.090810962, 8238130.333568113, 7847090.1220628135, 11606586.839223035, 10249708.165346162]",425.9784,4.0,0.046800376424114866,12ca5
"Sel Score: 0.78 RTime: 2350.308 Areas: [7010341.875302404, 14912353.885306202, 43260578.73541596, 7956494.245020934, 2094120.2680936125, 6062082.488423151]",438.4929,2.0,0.005659344149639585,12ca5
"Sel Score: 0.78 RTime: 2301.352 Areas: [8501001.33482591, 11687309.922157332, 11615035.27426202, 15458480.816100523, 3426388.333036228, 7672236.65129245]",434.9916,2.0,0.022241941399829268,12ca5
"Sel Score: 0.78 RTime: 2097.41 Areas: [9771.0, 2890676.253237826, 1647027.929266158, 1680685.1345480392, 5768662.59512973, 1529874.892090545]",407.4781,4.0,0.010877516673997407,12ca5
"Sel Score: 0.78 RTime: 1610.519 Areas: [8121166.722416306, 1227503.1587023954, 8244558.278414739, 9674918.591683868, 13864219.696887707, 4530603.379046627]",421.9666,2.0,0.005651588202889094,12ca5
"Sel Score: 0.77 RTime: 1201.532 Areas: [15051681.085642545, 18975810.276483342, 12449488.42036787, 36877299.3640205, 26872018.1669017, 6697344.494143569]",424.7147,2.0,0.044774288369832875,12ca5
"Sel Score: 0.77 RTime: 2877.154 Areas: [14646935.89809823, 26923971.254642397, 11157189.9603272, 5778163.63390885, 12925690.717440544, 16266532.01638409]",462.9885,2.0,0.0006048491374220583,12ca5
"Sel Score: 0.77 RTime: 2574.254 Areas: [5630978.835935657, 9035158.210727619, 12295980.481544094, 45440359.09497273, 9651664.787343387, 18661983.169436645]",410.7176,2.0,0.019181424308064104,12ca5
"Sel Score: 0.77 RTime: 2421.274 Areas: [5790048.98930849, 22665257.79809323, 15049820.29058531, 10130961.881215375, 5274890.922458773, 7036470.889284692]",503.9331,3.0,0.017539757869231155,12ca5
"Sel Score: 0.77 RTime: 1326.253 Areas: [11403144.91010537, 27292806.251769636, 11979380.75677662, 5089619.271763897, 7810771.623183409, 8988842.008289944]",447.2219,2.0,0.013618750291795203,12ca5
