Compound,m/z,z,p value,specificity,areas
Sel Score: 0.61 RTime: 3087.976,427.4798,4.0,0.30384614685030303,Unclear,"[6155362.6047994625, 16955808.20790864, 11451857.353951417, 7048165.178290764, 9131415.35786279, 5601697.014247517]"
Sel Score: 0.61 RTime: 2725.017,449.4925,2.0,0.43124936768866845,Unclear,"[24199501.162109997, 18865874.358259432, 6225976.500400846, 6974068.66778899, 19114953.140414145, 4974204.736048617]"
Sel Score: 0.61 RTime: 2169.171,437.2518,2.0,0.5542849576821364,Unclear,"[27461882.43500586, 13963612.709269952, 1838726.5352692145, 11716648.616134686, 11629545.93884598, 3918793.555955873]"
Sel Score: 0.61 RTime: 1509.958,425.9918,2.0,0.3529775574053926,Unclear,"[3742681.618799708, 7231651.04023881, 11627091.167778457, 2927808.4963195166, 6556383.14361774, 4759599.014166568]"
Sel Score: 0.61 RTime: 1435.044,450.7418,4.0,0.5480462986547242,Unclear,"[15693549.776608214, 5685566.034485216, 2365783.0437896545, 7543033.243967138, 3197147.83423304, 4224727.117377356]"
Sel Score: 0.61 RTime: 2603.034,525.6101,3.0,0.29718979838697157,Unclear,"[8938719.912010137, 20817234.103303064, 24218390.5996645, 6979737.696834617, 16222185.124422755, 10823897.886110373]"
Sel Score: 0.61 RTime: 1925.023,436.2129,4.0,0.19366587896967966,Unclear,"[11521014.445512578, 10961225.755329978, 5778725.295084432, 7660738.912181169, 6284369.73952762, 3871137.1216086014]"
Sel Score: 0.61 RTime: 1976.763,463.0041,4.0,0.4142029964000644,Unclear,"[8165648.694841275, 2403428.452322796, 3846507.3695639316, 2519333.563137554, 2731365.605393787, 3838312.249210589]"
Sel Score: 0.61 RTime: 2537.862,464.4857,2.0,0.6662813065373976,Unclear,"[7880521.805921521, 9965.0, 32525245.04448482, 13549186.27853089, 5686478.232450291, 6247835.567414969]"
Sel Score: 0.61 RTime: 1151.857,413.4843,4.0,0.5201137581268038,Unclear,"[3153517.522306428, 851471.7991022739, 1386036.2201311903, 426252.24276062864, 573462.9254211927, 2400112.671986893]"
Sel Score: 0.61 RTime: 2723.376,435.2184,2.0,0.3457799437828238,Unclear,"[11536675.711871296, 22438935.30900168, 8362810.7993925875, 9069667.311543107, 8128612.370812039, 9504193.69310432]"
Sel Score: 0.61 RTime: 1375.674,425.9804,4.0,0.21424262880724998,Unclear,"[12462801.487683428, 7501010.613820574, 6527690.629209446, 4786291.953836392, 5896287.316255089, 6025708.806314189]"
Sel Score: 0.61 RTime: 1935.714,426.4948,2.0,0.4224358361297321,Unclear,"[4852190.121642381, 10046715.255630044, 5449919.9897753745, 8723399.172322925, 1561712.896234169, 2549105.4970157836]"
Sel Score: 0.61 RTime: 2357.337,418.479,2.0,0.4676322137075618,Unclear,"[29423235.90165803, 15943623.324853588, 10312490.528574321, 24388569.50214445, 4116879.69228982, 6612183.168883455]"
Sel Score: 0.61 RTime: 5169.96,485.3134,2.0,0.22191461745424793,Unclear,"[13529791.950238159, 22770959.043833293, 17497298.44740605, 10953185.610451344, 17769291.78321995, 5217707.085882068]"
Sel Score: 0.61 RTime: 2721.044,546.2919,3.0,0.09833478802357322,Unclear,"[19329207.358854845, 25092988.74158536, 26654189.59358627, 9269909.53930374, 15113633.997863684, 20459988.700330064]"
Sel Score: 0.61 RTime: 2993.664,464.4901,2.0,0.06578532286762312,Unclear,"[8306188.0353499, 7877003.340351505, 8901679.674246281, 6362020.671817481, 6005218.078371272, 3461159.670005843]"
Sel Score: 0.61 RTime: 1906.579,410.9717,4.0,0.45628250436929374,Unclear,"[19862342.566940174, 6415990.257687286, 8349465.927230003, 13006330.668784777, 5250422.356109054, 3595185.876927375]"
Sel Score: 0.61 RTime: 1518.558,354.1921,5.0,0.14964960871377106,Unclear,"[5975732.03387986, 4283614.884312283, 4826111.944306417, 3314671.2070475076, 1635721.5676561412, 4569449.035980901]"
Sel Score: 0.61 RTime: 2475.126,439.2365,4.0,0.2029705025277883,Unclear,"[25560564.914471287, 22622692.385355357, 21090514.39196684, 13312765.313558688, 23197245.9334654, 7219268.615540152]"
Sel Score: 0.61 RTime: 2438.955,443.2288,4.0,0.2517301907233694,Unclear,"[22929648.54610462, 28095640.039331637, 28593845.809425138, 29026603.785689253, 12246042.568176897, 8987345.632029448]"
Sel Score: 0.61 RTime: 1711.135,398.7301,4.0,0.43066118064846926,Unclear,"[11719687.675356783, 6445671.822568279, 2937845.8632518463, 6825236.139478459, 2595834.936293772, 3901152.8178420686]"
Sel Score: 0.61 RTime: 2240.798,441.7313,2.0,0.36183341986257817,Unclear,"[15933813.447925549, 22313788.045313075, 31875317.73112099, 10348001.619027805, 5804526.682923357, 28121645.41988743]"
Sel Score: 0.61 RTime: 1746.185,427.2101,4.0,0.4975861763720567,Unclear,"[15951078.987918233, 3271984.718357855, 6695277.548999792, 8226628.930687221, 4578378.540817969, 3560433.05048452]"
Sel Score: 0.61 RTime: 2529.206,431.4931,2.0,0.5512898277246437,Unclear,"[10263.0, 18028588.04149869, 24620890.36042646, 10569349.334223606, 9400713.034257242, 6971972.699890273]"
Sel Score: 0.61 RTime: 3021.181,439.2363,4.0,0.08702035205892773,Unclear,"[10943949.0915857, 14945692.585154122, 15503971.875419969, 11539209.445817467, 8968918.047499785, 5635453.845793946]"
Sel Score: 0.61 RTime: 3644.678,574.6225,3.0,0.4320008546487857,Unclear,"[18016554.18543765, 6599514.056805337, 11367179.04752327, 15170127.369123846, 4361207.120424386, 3206480.766783798]"
Sel Score: 0.61 RTime: 1411.462,457.4919,2.0,0.05708935244129193,Unclear,"[2724625.1401040615, 3480783.8194260076, 2970769.460692017, 2214270.418703887, 1266713.1857568559, 2317814.482790811]"
Sel Score: 0.61 RTime: 3275.113,567.952,3.0,0.37888703095063525,Unclear,"[7747826.454452506, 28597206.031368252, 21450277.386856545, 17322527.5777148, 12729527.189523371, 6484460.356356722]"
Sel Score: 0.61 RTime: 3166.99,498.2729,3.0,0.22554506202492314,Unclear,"[7318541.043011548, 4021320.456255583, 9006564.202557247, 5207554.903579548, 2950055.1663211165, 4705586.123771438]"
Sel Score: 0.61 RTime: 2331.108,446.9934,2.0,0.44842643589353265,Unclear,"[12246052.849453896, 8424573.344784526, 28960804.912581943, 12150378.423020992, 4916329.243939419, 14312409.213453975]"
Sel Score: 0.61 RTime: 2767.416,446.9822,2.0,0.35555483445888014,Unclear,"[32417959.75079875, 18410786.776352588, 11804317.481451955, 12829997.936113166, 6771542.027370067, 20002233.734507557]"
Sel Score: 0.61 RTime: 2139.559,433.0043,4.0,0.4071285117778483,Unclear,"[10291539.266713453, 6883168.15935182, 4175745.901848781, 8791612.418388294, 3090253.4948159703, 1619029.7468823043]"
Sel Score: 0.61 RTime: 1891.483,405.7135,2.0,0.15158639981047012,Unclear,"[13607854.18129481, 10951192.833601141, 17969209.166731324, 12735569.93934373, 5408093.170270713, 8751667.071957804]"
Sel Score: 0.61 RTime: 2166.107,431.9847,2.0,0.2191079098328148,Unclear,"[20714175.454257686, 23934743.87519322, 24618847.999945767, 22307881.76222708, 15910682.037566822, 5587801.346076121]"
Sel Score: 0.61 RTime: 1561.557,456.4905,2.0,0.362647135137399,Unclear,"[9333895.657340135, 4090710.611811352, 4087058.7931513153, 2437704.1898491126, 5730976.141234819, 2906133.3631214392]"
Sel Score: 0.61 RTime: 2317.907,408.4696,2.0,0.36098101668934796,Unclear,"[21556700.377813306, 27943977.390638858, 57042657.689577214, 19629791.486313634, 15772236.778821198, 31981020.920492366]"
Sel Score: 0.61 RTime: 3117.778,519.6136,3.0,0.11394748979369103,Unclear,"[12275424.013140092, 18228449.30142859, 12337527.965995897, 10750199.219735017, 10644939.738049371, 5708697.141360457]"
Sel Score: 0.61 RTime: 3544.931,582.2993,3.0,0.2929328716074317,Unclear,"[14965595.495480085, 21176296.059541926, 7913327.57010592, 7971930.287957432, 10601566.655918982, 9299497.667907404]"
Sel Score: 0.61 RTime: 3577.931,550.6369,3.0,0.5745124573751927,Unclear,"[6661268.341087246, 6224835.503118287, 29605365.443071324, 10430493.92417811, 4885010.254650846, 11568133.546288468]"
Sel Score: 0.61 RTime: 2186.589,395.4574,4.0,0.32308213415018905,Unclear,"[11247516.099871987, 9799831.535054041, 3838093.014546532, 5591722.337033037, 2866677.1962609673, 7289039.121603944]"
Sel Score: 0.61 RTime: 1332.641,425.2247,4.0,0.392212415420702,Unclear,"[12655384.638280561, 3941965.9944067304, 12592995.081007782, 9659488.210107643, 1777794.8660310532, 7034936.184847825]"
Sel Score: 0.61 RTime: 1695.255,386.7264,4.0,0.5421941096085597,Unclear,"[1318932.846066176, 2465015.2724318313, 7337399.105832327, 2884985.0074864435, 1324956.1985766103, 2828133.114382799]"
Sel Score: 0.61 RTime: 2098.996,380.9647,2.0,0.42743835098220445,Unclear,"[9066019.644189544, 2860177.7894463562, 13654181.706306228, 4647919.718019033, 4011578.9508124306, 7534403.631036206]"
Sel Score: 0.61 RTime: 3039.636,444.4731,2.0,0.11745925245262714,Unclear,"[10790432.834642708, 6578696.222771453, 9274747.183158467, 6104339.085330483, 7179700.452008004, 3584375.065308513]"
Sel Score: 0.61 RTime: 1970.673,412.4851,4.0,0.5912861829778259,Unclear,"[32621846.828945916, 7199943.350341933, 6425825.945995625, 12843214.438711196, 2712136.5435013473, 13727791.1004792]"
Sel Score: 0.61 RTime: 2751.512,425.4839,4.0,0.041160905672535504,12ca5,"[18469397.479261823, 16498539.734781314, 22781060.511739664, 9816457.17901111, 13928460.49546915, 12826572.489649367]"
Sel Score: 0.61 RTime: 1254.32,357.9985,5.0,0.05641369112792539,Unclear,"[2661717.6295798956, 3095407.9916752498, 2223378.72637494, 1259025.0379736882, 1621259.841809195, 2174204.018507964]"
Sel Score: 0.61 RTime: 2246.17,450.2376,4.0,0.307827392955169,Unclear,"[6697410.035350392, 16589669.516941935, 10079043.382973583, 3790297.2590604853, 7647204.943239967, 9696746.65038941]"
Sel Score: 0.61 RTime: 3458.44,548.9523,3.0,0.37240336976463295,Unclear,"[7558783.698010554, 8899514.757575814, 19806452.916553237, 6591101.564461147, 6616651.353948155, 9764567.848418433]"
Sel Score: 0.61 RTime: 1484.603,401.9847,4.0,0.30772616539461706,Unclear,"[3750849.2572334586, 9230242.367662376, 5175193.344325133, 4788192.5248183925, 3459226.1309474222, 3254209.1476658867]"
Sel Score: 0.61 RTime: 3156.535,504.2744,3.0,0.2817258552910012,Unclear,"[16871718.363919936, 9900913.195759581, 7255002.256527908, 5655018.845001451, 7079037.694897905, 8822342.38516424]"
Sel Score: 0.61 RTime: 2612.403,426.2278,4.0,0.052288606198566984,Unclear,"[23326760.065558396, 20363291.303794198, 16743164.290390007, 10718593.729803799, 16592136.372344887, 10976886.270422228]"
Sel Score: 0.61 RTime: 2483.262,433.9638,4.0,0.3955399836251316,Unclear,"[23483863.53295599, 29672933.90215054, 8300725.105083987, 20149901.93350187, 4623835.362333707, 14169546.741845185]"
Sel Score: 0.61 RTime: 2104.475,469.7483,2.0,0.3412313506206356,Unclear,"[10887388.64837069, 4068583.477088582, 5830711.833672704, 4225530.368627972, 3247463.540519695, 5699969.697850712]"
Sel Score: 0.61 RTime: 2372.56,436.4708,2.0,0.24667163516257712,Unclear,"[17725782.242063645, 18901525.714702982, 9849073.35982906, 15868224.074745333, 7663342.851117492, 5925820.451149154]"
Sel Score: 0.61 RTime: 3435.558,546.6213,3.0,0.4032916646436124,Unclear,"[20741726.409327533, 7829769.389902804, 21871464.86969651, 19981078.590300918, 8051624.399369946, 3941657.673696676]"
Sel Score: 0.61 RTime: 3297.516,514.2904,3.0,0.13623924830737846,Unclear,"[6417545.263426681, 10943977.382385474, 9808940.971256196, 6808664.084309548, 3486551.511421345, 6929190.508841446]"
Sel Score: 0.61 RTime: 2173.479,445.4728,4.0,0.565821894438673,Unclear,"[10003.0, 10804264.014903937, 17051956.268697847, 6647221.776079421, 6218936.708132325, 4801432.386940857]"
Sel Score: 0.61 RTime: 3963.187,543.3045,3.0,0.49577128091501993,Unclear,"[9932092.893167889, 5719209.778768038, 1657021.6888002504, 6280319.438919786, 2992334.7570687896, 1702674.6485836338]"
Sel Score: 0.61 RTime: 2157.043,431.7106,4.0,0.32321625675333837,Unclear,"[13332999.009936806, 8155965.141696947, 5319291.051824691, 8503608.91144202, 5627208.593605404, 2870652.4695698554]"
Sel Score: 0.61 RTime: 2205.237,440.2262,4.0,0.2482929164092961,Unclear,"[23075427.106303968, 28318698.965239238, 22062304.431821637, 26124795.048753534, 6925091.534773832, 13540487.260856984]"
Sel Score: 0.61 RTime: 3106.424,592.6237,3.0,0.5469143132752982,Unclear,"[10217.0, 12860244.917796798, 10837003.00235238, 6659385.158472345, 4704636.176725507, 3674910.543475167]"
Sel Score: 0.61 RTime: 2699.302,457.4845,2.0,0.0963235915535073,Unclear,"[13313964.474293344, 8242072.418859899, 11898030.697601058, 8594367.161074255, 6154309.853947163, 6473330.426920745]"
Sel Score: 0.61 RTime: 1254.12,397.9628,2.0,0.0942604853379194,Unclear,"[3451628.4787675343, 3479163.2821874274, 3857194.24320487, 1530076.5806797375, 3117787.8407174153, 2196089.7003356074]"
Sel Score: 0.61 RTime: 2911.863,428.2339,4.0,0.18809624425727886,Unclear,"[9555454.428099392, 16942546.988558896, 16707127.037397884, 12308540.409083014, 10354166.895956418, 4749074.883364543]"
Sel Score: 0.61 RTime: 2372.758,457.245,2.0,0.08690423417571407,Unclear,"[13767571.000486141, 15407549.861227294, 19847114.923349887, 9164416.876585022, 7813615.213290863, 14128495.394758478]"
Sel Score: 0.61 RTime: 1589.216,412.2242,2.0,0.4247730389610858,Unclear,"[6649648.304487914, 7921907.844301428, 16076590.287465472, 8374853.218734784, 10453914.115712717, 622208.1274356042]"
Sel Score: 0.61 RTime: 3073.073,419.234,4.0,0.23010517262211977,Unclear,"[11592242.72703381, 10368015.83735539, 5346598.981797483, 7329073.231211342, 6704454.7011501035, 3299898.613849301]"
Sel Score: 0.61 RTime: 2367.955,441.9888,2.0,0.32681306325049236,Unclear,"[11262646.980696918, 18256231.129747104, 27939098.71002197, 7331169.569157823, 9200104.94072579, 19942094.324138686]"
Sel Score: 0.61 RTime: 2425.23,402.7139,2.0,0.47659062637194244,Unclear,"[14929022.54987809, 35472764.574883744, 25878833.38589478, 8498364.23916423, 4077433.555676225, 35846190.01210183]"
Sel Score: 0.61 RTime: 2605.896,394.9751,2.0,0.2544784921800555,Unclear,"[6634664.58734419, 15411214.328985112, 12872225.585384887, 6155568.599312484, 5267808.164799732, 10745097.886122378]"
Sel Score: 0.61 RTime: 2987.111,430.9815,4.0,0.4239514639031158,Unclear,"[9353800.327878688, 29470200.50136538, 15323213.52265071, 19159546.53596667, 10692816.143052263, 4526864.604506304]"
Sel Score: 0.61 RTime: 4014.281,579.3211,3.0,0.2878808988087114,Unclear,"[3058419.2377650435, 3536544.6158061577, 2223683.8649881748, 3341965.0395885836, 1047075.1599746598, 1210890.3518018012]"
Sel Score: 0.61 RTime: 2843.761,492.9446,3.0,0.3870374436276608,Unclear,"[7045122.29932149, 9890450.34691184, 2935373.654704031, 6614053.386610431, 1768175.824312507, 4236152.36854004]"
Sel Score: 0.61 RTime: 1676.704,388.9879,4.0,0.12226764829639981,Unclear,"[3048042.5195423495, 2272395.7899860376, 2620275.2023693174, 1425590.157353141, 2467188.7248717127, 1150508.5523432204]"
Sel Score: 0.61 RTime: 5119.965,441.2871,2.0,0.31978765331353376,Unclear,"[17556506.71405224, 11190391.496915694, 12750540.778607883, 15326146.93893922, 8781989.038142944, 2249707.2487111846]"
Sel Score: 0.61 RTime: 2127.089,436.7447,4.0,0.43715081264553185,Unclear,"[8005422.5591004165, 24534843.9152031, 10133412.887140652, 6655368.372936472, 14084586.937189978, 6366586.598462101]"
Sel Score: 0.61 RTime: 2151.421,410.4836,4.0,0.2207694976450622,Unclear,"[16078087.594162121, 27649457.906384956, 21506570.908389747, 11214637.048807736, 8085504.312395684, 22140908.824093405]"
Sel Score: 0.61 RTime: 2536.159,526.952,3.0,0.5198401565990938,Unclear,"[14297838.78704004, 35490362.7170554, 6507993.424042135, 9821114.733865816, 8139644.8647057945, 17814089.40770264]"
Sel Score: 0.61 RTime: 2421.83,401.4741,4.0,0.5280063492637634,Unclear,"[14238716.600908685, 4148483.904286057, 31511528.5171721, 12641435.197841328, 9522058.412978705, 9547188.308450403]"
Sel Score: 0.61 RTime: 2393.316,388.9813,2.0,0.31102572855480043,Unclear,"[10896630.375252785, 4215032.866027821, 12186495.98537893, 5700253.676362208, 5347239.622478988, 6301100.146897871]"
Sel Score: 0.61 RTime: 4632.869,811.6847,2.0,0.2101810646355137,Unclear,"[69897293.04730119, 78279198.95723623, 37018992.66657974, 51895079.29884754, 32898739.31086633, 32906474.88043861]"
Sel Score: 0.61 RTime: 3491.547,536.9513,3.0,0.3143389593022285,Unclear,"[19009105.264103677, 8938663.325378269, 16041503.773745816, 16332595.102381438, 5013287.962229341, 6611706.251711901]"
Sel Score: 0.61 RTime: 2203.562,385.9696,2.0,0.3130954282620326,Unclear,"[9346998.59561297, 11104457.997211276, 4500436.199166784, 8409292.731700562, 2457079.3756771223, 4993188.011701445]"
Sel Score: 0.61 RTime: 2849.269,423.4865,4.0,0.11243660905149765,Unclear,"[13327009.765309827, 11642415.919639394, 17144616.27908038, 10189266.153202033, 5179416.525780518, 11401394.483821478]"
Sel Score: 0.61 RTime: 1471.267,426.2262,4.0,0.2753655087368843,Unclear,"[16080003.49864337, 9918684.14465229, 6902267.497616796, 7973989.504131156, 6392823.802291419, 6547170.127227828]"
Sel Score: 0.61 RTime: 2634.911,432.4773,4.0,0.12621266821676322,Unclear,"[15462194.665876063, 16717002.976009184, 24629581.01371796, 13515181.53373569, 12492378.316218298, 10103911.09808803]"
Sel Score: 0.61 RTime: 2601.829,408.7358,2.0,0.2732744492868943,Unclear,"[7514137.909281039, 13470688.071021128, 17447057.646914575, 12443113.035600685, 6931346.028249942, 5058670.500335297]"
Sel Score: 0.61 RTime: 2875.577,443.4741,2.0,0.4314575304038109,Unclear,"[7019091.030653428, 10047240.7944521, 16330898.41301085, 14345232.679095052, 4548414.3402347015, 2342578.454953083]"
Sel Score: 0.61 RTime: 1725.897,427.2157,4.0,0.3373398441244972,Unclear,"[3882946.7559999363, 11122022.109846307, 9964361.467455028, 8336844.820641229, 4428701.4398068935, 3112549.917732903]"
Sel Score: 0.61 RTime: 3056.854,413.4801,2.0,0.1926640661357914,Unclear,"[6096278.189062108, 11439184.69300843, 11656298.054651171, 8447978.75243823, 5982829.718064903, 4134499.62447395]"
Sel Score: 0.61 RTime: 2441.454,386.7133,2.0,0.27249667451353865,Unclear,"[11744141.108334685, 12891908.211193737, 11444404.343137035, 4457517.493281239, 4988836.608247979, 13501798.674084809]"
Sel Score: 0.61 RTime: 2054.4,451.2437,2.0,0.27597290853596723,Unclear,"[14627703.419777287, 14162274.17086753, 5997024.028953692, 7356297.877452642, 4703027.338821881, 10066757.898695996]"
Sel Score: 0.61 RTime: 2673.606,422.7176,2.0,0.28290452322823184,Unclear,"[15258782.091111567, 8039494.768981079, 20828142.543118473, 8177233.6918100845, 8707195.015630327, 11188440.864339108]"
Sel Score: 0.61 RTime: 2614.282,435.2315,2.0,0.27640339149719845,Unclear,"[21489026.995186016, 21683297.80571534, 40851138.28625163, 17601290.685159847, 9719769.471428078, 26137511.756434694]"
Sel Score: 0.61 RTime: 3166.613,518.2679,3.0,0.14363353820659208,Unclear,"[7890422.434822419, 9811034.96856891, 10573943.173922844, 9090058.449421417, 4469261.558935956, 4434322.734308089]"
Sel Score: 0.61 RTime: 4033.328,553.3102,3.0,0.5393946419249465,Unclear,"[4271253.737107529, 9662837.057198254, 2488333.2908304455, 7530704.825691513, 1027621.9183616273, 1895003.1966247014]"
Sel Score: 0.61 RTime: 2602.088,389.9658,2.0,0.3520704027250105,Unclear,"[3773113.4388152533, 11428457.124065705, 7623185.229564719, 7329355.15882424, 3378678.845026315, 3820955.2430704418]"
Sel Score: 0.61 RTime: 2084.831,419.2173,4.0,0.2701991372169547,Unclear,"[17177879.42034184, 14557343.3881174, 6789866.253001962, 9948378.709197506, 6908883.854941129, 7668342.279883175]"
Sel Score: 0.61 RTime: 2570.442,412.4769,4.0,0.34421135613358,Unclear,"[35782853.147025615, 15445041.6827649, 16202527.447692435, 15400306.496262278, 15754667.891325237, 11774097.908676581]"
Sel Score: 0.61 RTime: 2955.399,445.2311,2.0,0.3347249939103167,Unclear,"[9675498.053630972, 7077791.430186419, 17983474.16981786, 6761615.835886927, 10280845.746938257, 5073276.138669688]"
Sel Score: 0.61 RTime: 2429.383,456.7208,2.0,0.31913843051301194,Unclear,"[7141495.200828006, 13735696.386880385, 18140640.405588854, 11927645.10261147, 3190914.243154345, 9724300.553727316]"
Sel Score: 0.61 RTime: 2468.591,460.7412,4.0,0.041425217148884946,12ca5,"[13006212.566924427, 9807777.370967126, 13151885.284431469, 8504953.210471144, 5698593.360741282, 8704949.595620194]"
Sel Score: 0.61 RTime: 1900.686,429.969,4.0,0.46434284667746284,Unclear,"[6740434.203850223, 14772242.51603043, 4060448.477801109, 3314938.6123432117, 3762238.013396267, 9217771.48363323]"
Sel Score: 0.61 RTime: 2570.535,401.7418,4.0,0.3636153083802583,Unclear,"[8611923.97645032, 7567610.600795047, 18987734.55857913, 8410684.143964702, 8112440.639818359, 5885680.339042965]"
Sel Score: 0.61 RTime: 2723.288,398.9808,2.0,0.2005244776563883,Unclear,"[10910466.600743368, 15115542.911829488, 7507148.446817934, 8111887.77567877, 5944244.562454154, 7313703.957956557]"
Sel Score: 0.61 RTime: 3271.861,444.2349,4.0,0.31756660657393,Unclear,"[3617943.655451107, 6124973.082080257, 7641604.491313992, 6314333.6205642335, 3279608.163942617, 1485325.338244666]"
Sel Score: 0.61 RTime: 2851.348,563.9648,3.0,0.366813170833104,Unclear,"[8637437.27276027, 27446242.36126652, 21562006.34180239, 5389492.544063043, 18582206.3117795, 12783220.037096338]"
Sel Score: 0.61 RTime: 1487.629,403.2285,2.0,0.5052649472544195,Unclear,"[19142701.503562372, 3263549.0954501927, 8777275.11057973, 7429781.064067805, 7671738.860772839, 4782102.894312594]"
Sel Score: 0.61 RTime: 2724.828,437.2157,2.0,0.5443455773825608,Unclear,"[12627703.357202971, 11923144.36363202, 10084.0, 5223415.716244966, 4584226.742509086, 5853231.04860482]"
Sel Score: 0.61 RTime: 1561.588,407.9621,4.0,0.4075334634932532,Unclear,"[8296920.839686198, 4838206.41271792, 11421879.15719892, 3373057.3970773057, 10254558.882627279, 2031816.10586387]"
Sel Score: 0.61 RTime: 2002.8,415.9688,2.0,0.39130829525191296,Unclear,"[17680785.375480883, 7307128.303006613, 11995323.917036071, 5773173.882792847, 14756978.184035068, 3053754.241174677]"
Sel Score: 0.61 RTime: 2568.284,553.6086,3.0,0.10787422812720919,Unclear,"[14738640.600941706, 18817244.98859346, 11543903.51250073, 11276513.998937197, 8928054.978543611, 8559818.719116922]"
Sel Score: 0.61 RTime: 2359.278,430.2268,2.0,0.44153660342577544,Unclear,"[11633972.77552354, 17018004.16147779, 36071418.59287929, 16989389.151768487, 3628489.658381989, 20662578.98661194]"
Sel Score: 0.61 RTime: 1700.72,410.7291,4.0,0.3438924440903777,Unclear,"[20646668.24937141, 7566047.286727041, 11334152.738733333, 7595198.280354018, 7654740.812844459, 9976168.994156692]"
Sel Score: 0.61 RTime: 2350.051,394.9717,2.0,0.23476586511968597,Unclear,"[15108304.27394811, 27179593.58307516, 14447798.53107558, 14467359.222668558, 9908913.0936341, 11818398.715734964]"
Sel Score: 0.61 RTime: 3317.204,479.9982,2.0,0.3172205255945595,Unclear,"[7654641.3545104, 3823105.9935123147, 3428249.152528154, 4349525.314890694, 2893730.287548471, 2266370.440444791]"
Sel Score: 0.61 RTime: 2638.513,513.9501,3.0,0.471085699356186,Unclear,"[15507060.047580594, 32801095.710419282, 7466139.391544649, 9523714.157953478, 8572858.619764194, 17490427.541442808]"
Sel Score: 0.61 RTime: 2922.567,523.2985,3.0,0.34799758673079917,Unclear,"[9080259.691678079, 12727963.339559413, 21998232.10795279, 15535963.982875204, 6381168.7945780605, 6039697.811291726]"
Sel Score: 0.61 RTime: 2228.908,432.4677,2.0,0.25902798585578707,Unclear,"[12622069.803250713, 14642684.657703005, 25995197.41607376, 13719083.893713584, 9313944.185819745, 10957122.308105037]"
Sel Score: 0.61 RTime: 2874.304,543.9714,3.0,0.17619330900891725,Unclear,"[18992202.15299792, 19630181.306502637, 10429786.564758658, 7223671.643865481, 12833074.869897366, 11249119.62197646]"
Sel Score: 0.61 RTime: 2523.781,411.2415,2.0,0.33274671105136416,Unclear,"[12260140.32907382, 23313686.065904986, 9647086.384212798, 14071504.80906121, 7819021.3301095385, 6970707.352678885]"
Sel Score: 0.61 RTime: 2778.769,445.9853,2.0,0.5238966706415582,Unclear,"[9218728.654907301, 22010274.404298972, 7817629.431803343, 17313683.720328476, 7599356.942907551, 9848.0]"
Sel Score: 0.61 RTime: 2748.794,421.2259,2.0,0.24985875975823443,Unclear,"[27724539.787287347, 19657995.5262935, 14739775.86271164, 20444533.163281064, 12878491.991306052, 6334809.809950292]"
Sel Score: 0.61 RTime: 1814.799,445.4847,4.0,0.502762231330256,Unclear,"[16480139.562235076, 7510512.612698565, 3796762.252223919, 10322692.535774024, 5468312.515334774, 1948054.4951151349]"
Sel Score: 0.61 RTime: 3001.439,423.2312,2.0,0.17241877521505314,Unclear,"[11333710.878150344, 11313463.874436347, 16437775.499493934, 12283811.169047117, 4608445.395952013, 8064135.644825019]"
Sel Score: 0.61 RTime: 2114.805,509.6115,3.0,0.34131769570932885,Unclear,"[11050823.517683698, 5461865.707765566, 4769705.69136037, 4446698.65530422, 2568817.0128505845, 6573993.263054542]"
Sel Score: 0.61 RTime: 2461.185,389.2152,4.0,0.46349677661462174,Unclear,"[6152074.62572179, 13953283.144666165, 24685565.718378894, 6843926.160762331, 4695803.140081366, 17064225.84700281]"
Sel Score: 0.61 RTime: 1541.147,422.9737,4.0,0.30073015477263226,Unclear,"[15493310.066269731, 8050521.685259122, 20261661.3598098, 14288019.264939042, 5762576.654807929, 7925732.873344787]"
Sel Score: 0.61 RTime: 1283.01,435.2414,4.0,0.40065840489820764,Unclear,"[9503813.639820702, 4288182.990310813, 4358333.490966369, 6692966.623256946, 3568322.7023748406, 1330797.0598206758]"
Sel Score: 0.61 RTime: 3129.96,447.4902,4.0,0.10299771767137264,Unclear,"[11472897.138747264, 14779908.930822406, 18634739.03544725, 9785218.799592247, 11384515.172444448, 7501338.394336568]"
Sel Score: 0.61 RTime: 2716.375,452.4831,4.0,0.5052658776556167,Unclear,"[7274975.235969065, 11969476.314023538, 29799116.753329843, 17900113.706239812, 4975621.4386540735, 8452129.444088187]"
Sel Score: 0.61 RTime: 2649.157,393.2262,4.0,0.4331926807106485,Unclear,"[4969968.132821451, 15180382.571246719, 6398736.13502853, 8151162.250126735, 3215747.239609785, 5596012.669962834]"
Sel Score: 0.61 RTime: 2811.066,435.4775,4.0,0.31129819503478406,Unclear,"[24848587.176364753, 16942241.1928888, 22670489.543289747, 25136443.87306354, 6642353.503769661, 9407457.675518328]"
Sel Score: 0.61 RTime: 1308.618,401.9659,4.0,0.378156497572406,Unclear,"[6186608.694191172, 9173359.73383722, 2698882.509369709, 5476641.785489266, 2128571.750531484, 3934860.982370028]"
Sel Score: 0.61 RTime: 3457.423,551.9608,3.0,0.07299282990605081,Unclear,"[18593740.81776553, 13111300.024309793, 19487540.797260825, 11199393.730269548, 13275640.649834428, 8241018.910897622]"
