Compound,m/z,z,p value,specificity,areas
EScore: 0.58 RTime: 3589.064,590.6365,3.0,0.6613543677515606,Unclear,"[24143246.903752424, 12154209.519276204, 66287909.966070056, 44211404.90189809, 17381979.95376906, 13529425.561122086]"
EScore: 0.58 RTime: 3028.729,431.7372,4.0,0.644907282055679,Unclear,"[13041394.640281599, 31226312.482809592, 22707259.560262233, 10061779.966167323, 36734373.23561574, 2252822.130841006]"
EScore: 0.58 RTime: 1699.131,374.2108,4.0,0.5223190924520679,Unclear,"[22237084.580832854, 10893640.70527426, 8180289.560580828, 15139133.028545102, 10043864.6106809, 5073234.5554717295]"
EScore: 0.58 RTime: 1710.974,420.7504,2.0,0.43005564654153206,Unclear,"[3687016.5093417196, 9674101.026966086, 5980171.900167939, 4051954.7510943003, 4404124.075869067, 5713331.752117403]"
EScore: 0.58 RTime: 1847.884,414.2421,4.0,0.31466150648592944,Unclear,"[16639502.737313358, 12423934.385670787, 12744794.457100177, 15710524.131514164, 7855194.777152611, 7066094.655723536]"
EScore: 0.58 RTime: 2386.355,416.2173,2.0,0.564271184292145,Unclear,"[45637556.33905429, 113337976.52254903, 40003220.68520778, 32047533.339085296, 35837592.82012709, 77918930.4414017]"
EScore: 0.58 RTime: 2584.71,442.7263,2.0,0.6129550016727484,Unclear,"[34817602.2208867, 51244849.51346115, 32945224.84048057, 63875554.102605425, 9979081.800726399, 13366434.041845284]"
EScore: 0.58 RTime: 1711.965,429.7392,2.0,0.5957818283343496,Unclear,"[36945781.88694343, 11969214.104732964, 12420372.350301035, 19752468.381110113, 18291505.18295009, 6922092.035735112]"
EScore: 0.58 RTime: 3503.251,584.2949,3.0,0.5449739481461111,Unclear,"[48734056.48758038, 20009695.768445633, 54142195.17012583, 54144047.653759554, 24601469.382771675, 11359418.724533064]"
EScore: 0.58 RTime: 1001.886,411.7258,4.0,0.44417270220911226,Unclear,"[2101500.278738838, 777635.6866358899, 1630420.6248033592, 589303.2951114671, 1324661.790589979, 1393208.036059564]"
EScore: 0.58 RTime: 1716.884,389.2003,4.0,0.4531116958267273,Unclear,"[7650043.686849404, 5443095.293028177, 7341520.555645419, 4011649.7252622126, 8726026.994328955, 2250071.6112793246]"
EScore: 0.58 RTime: 2783.085,431.9937,2.0,0.39261312210547455,Unclear,"[23968008.735460952, 21958746.25104841, 35197931.43824228, 31726543.67713414, 16593964.937766066, 11185390.472242255]"
EScore: 0.58 RTime: 2809.077,468.2313,2.0,0.3631405292385684,Unclear,"[27652293.267018873, 11705548.005224017, 22377165.174929395, 12702333.392984254, 16388434.653637525, 16193479.311297346]"
EScore: 0.58 RTime: 2295.929,447.4698,2.0,0.5582903884239175,Unclear,"[46365207.57245249, 16696376.393783648, 18532605.409185763, 19975449.768823367, 10181103.814243864, 29696538.906672224]"
EScore: 0.58 RTime: 4910.448,745.7685,2.0,0.22744979616896333,Unclear,"[44892404.59250763, 28381114.366907902, 29302136.077094764, 19776773.16253951, 28283130.016131476, 27196604.621378675]"
EScore: 0.58 RTime: 2094.174,433.2163,2.0,0.39268195430497566,Unclear,"[15849122.889133409, 33102124.66305498, 24497164.060140323, 15640888.72572033, 26897076.119607907, 11368947.659063919]"
EScore: 0.58 RTime: 4775.847,828.4396,2.0,0.4716250780945039,Unclear,"[196283948.219909, 69533740.43594432, 108686037.56863043, 75365741.0238957, 106685237.36112271, 92862998.39713046]"
EScore: 0.58 RTime: 1790.817,395.2265,2.0,0.47280637852390406,Unclear,"[9068053.904940767, 26173965.05932765, 15387658.912619581, 13403892.110804116, 8583998.894634286, 15178267.56776058]"
EScore: 0.58 RTime: 2643.474,397.4789,4.0,0.12216571221154073,Unclear,"[18488999.566033047, 18736058.475811232, 23087392.64201945, 12476539.445511948, 12683456.14874259, 19115391.027420007]"
EScore: 0.58 RTime: 3029.941,410.7357,2.0,0.4393629140829295,Unclear,"[11581188.786353454, 18688949.342280194, 12997257.420526786, 15577452.947566776, 12987653.90872916, 3199410.7383384365]"
EScore: 0.58 RTime: 2115.399,411.7106,4.0,0.27490305453789726,Unclear,"[14719618.778003938, 25924591.94859577, 21577385.750764694, 19293129.189532835, 9657116.4458086, 16730492.143092157]"
EScore: 0.58 RTime: 2390.231,412.2151,4.0,0.3172566619750006,Unclear,"[29803373.804872014, 57510189.12895527, 37244875.91654826, 23087760.03877409, 34841464.632712476, 33524714.257477336]"
EScore: 0.58 RTime: 1769.845,428.2242,2.0,0.5703999402931189,Unclear,"[18999159.834875207, 20865181.62789156, 41034090.030364774, 8722492.47956482, 37921413.71252272, 12761061.076925837]"
EScore: 0.58 RTime: 3297.907,584.6233,3.0,0.6483617186569189,Unclear,"[45523742.900328904, 15449551.866234621, 12761629.232541956, 15878456.779947367, 5428958.476431687, 32838885.18405293]"
EScore: 0.58 RTime: 3098.592,544.6158,3.0,0.494904306282089,Unclear,"[28160421.097786624, 23702993.691210162, 61758182.94895917, 33409010.62070843, 28545837.13475443, 21492381.784009293]"
EScore: 0.58 RTime: 3191.816,512.9674,3.0,0.4130166937739514,Unclear,"[17606941.067848727, 17915735.825762354, 22159166.379145276, 18317328.42803257, 4266081.821362389, 19780107.488820303]"
EScore: 0.58 RTime: 2442.439,532.9589,3.0,0.38099108616621347,Unclear,"[33871366.27113462, 52940363.84273383, 42214334.54761541, 25705418.16991899, 50700146.76200718, 18363616.69456974]"
EScore: 0.58 RTime: 2739.248,417.7252,2.0,0.23913132364428075,Unclear,"[26654668.086609017, 40023490.05194564, 37622175.79867697, 21529462.544011734, 35824084.95051821, 19256005.387716934]"
EScore: 0.58 RTime: 2793.856,531.942,3.0,0.5636364173738135,Unclear,"[18356938.121796813, 59063980.46925638, 22955513.971922312, 21629820.81439638, 22692819.366758186, 29412690.74704622]"
EScore: 0.58 RTime: 2243.95,542.6179,3.0,0.5256530604828655,Unclear,"[38308302.40355015, 17492911.45297327, 12463576.103198227, 16399109.143381432, 18397416.649526026, 15353144.089271817]"
EScore: 0.58 RTime: 1604.212,435.486,4.0,0.6248109072644852,Unclear,"[22940653.88169554, 8196315.09241705, 32015832.78043262, 11861451.896539962, 30654642.550385874, 3882242.3826163867]"
EScore: 0.58 RTime: 2404.32,418.2301,2.0,0.3225086629356033,Unclear,"[78234424.30405729, 39384215.00418655, 64331223.30986864, 30998025.319488116, 59699250.71607764, 42991371.88871437]"
EScore: 0.58 RTime: 2812.254,461.2502,2.0,0.365123335443847,Unclear,"[17807602.39633185, 12961133.387742704, 25436013.06742146, 20119187.876119968, 9586443.79788064, 11596584.690940615]"
EScore: 0.58 RTime: 2138.735,399.2173,4.0,0.46903757397270746,Unclear,"[20543120.45394685, 56515315.52059696, 31723082.175505597, 22378031.03230978, 34598444.337491006, 22964791.525527295]"
EScore: 0.58 RTime: 2359.635,454.4745,4.0,0.5239354583578103,Unclear,"[21314874.676841818, 13412321.35294003, 42497991.37025912, 13602457.755786106, 18182728.385603014, 24969359.862934392]"
EScore: 0.58 RTime: 1971.734,412.4851,4.0,0.5483043100141882,Unclear,"[49163342.433590665, 31666845.246227466, 28660642.091268595, 52411759.867454104, 14339905.619502045, 13727792.370918246]"
EScore: 0.58 RTime: 1896.693,399.7037,4.0,0.5334151886453122,Unclear,"[10197530.093163973, 15153918.802308204, 12106441.167045679, 6457241.672982398, 3382000.263262581, 17694078.55457821]"
EScore: 0.58 RTime: 2674.726,434.0021,4.0,0.10918476368088831,Unclear,"[12468065.227995906, 13629440.964961933, 14730926.829061668, 9239759.186450914, 8029745.086505109, 12743150.399380444]"
EScore: 0.58 RTime: 2122.252,475.2526,2.0,0.4948765364496995,Unclear,"[14005890.890963176, 10800874.61787672, 12553116.491467737, 6499672.266972297, 16939333.625443872, 4024363.0084167924]"
EScore: 0.58 RTime: 2086.611,449.9911,2.0,0.5917401760121722,Unclear,"[27983242.41183531, 33310833.28378947, 41210327.51562005, 11229879.114479067, 53324834.60458226, 10799894.355877897]"
EScore: 0.58 RTime: 1931.495,383.4612,4.0,0.43471021700476764,Unclear,"[5145341.349861799, 10047105.86179177, 11880353.788763141, 10250176.811874125, 3915506.7159008137, 5737099.8427055525]"
EScore: 0.58 RTime: 3789.844,558.6251,3.0,0.4806720906275518,Unclear,"[16304516.906215955, 24138268.767055064, 10142327.440328205, 16634694.616359467, 16315515.89126323, 4239075.753889539]"
EScore: 0.58 RTime: 2109.894,455.7561,2.0,0.5813903297442405,Unclear,"[21304922.743275013, 7576435.238874989, 10940853.41637144, 14549323.371050581, 13267609.000343513, 1460936.4377882248]"
EScore: 0.58 RTime: 1659.755,442.2158,2.0,0.16220042146260216,Unclear,"[7958878.104807675, 6820179.205297826, 5608590.439813451, 3883820.718549471, 4567646.002288046, 6538069.706092478]"
EScore: 0.58 RTime: 1211.918,430.7319,2.0,0.4745472613752406,Unclear,"[3719165.016227204, 10928779.74137334, 6763444.650337592, 3746187.404206493, 6986719.244422185, 5010316.880478343]"
EScore: 0.58 RTime: 2712.135,431.4917,4.0,0.44764405260709383,Unclear,"[17345451.285270613, 36930543.14456038, 30326760.480703533, 13887907.374085067, 34190907.73792465, 14132309.776062194]"
EScore: 0.58 RTime: 3340.797,528.6304,3.0,0.5723300849225829,Unclear,"[32937688.58963267, 14337885.20891081, 9855360.31643071, 21143865.43627885, 12232217.70160951, 8634304.50175516]"
EScore: 0.58 RTime: 1834.592,437.2331,4.0,0.5070105781464017,Unclear,"[41054903.308868885, 18427518.217560418, 41537144.78992591, 6215000.436679486, 30405584.66159162, 37667545.24575232]"
EScore: 0.58 RTime: 2414.36,434.7439,2.0,0.48473568819814555,Unclear,"[28662100.5569316, 38712297.820903756, 62381123.712367386, 23850394.870220784, 18012464.584355626, 53559349.02746254]"
EScore: 0.58 RTime: 2504.887,427.0058,2.0,0.33254788958555004,Unclear,"[9027684.026947457, 16836819.172413755, 12094016.54911205, 12592566.27484128, 5656469.787938934, 9666603.049945883]"
EScore: 0.58 RTime: 2207.697,398.9649,2.0,0.4983616488840481,Unclear,"[63009520.988516085, 27770126.89186576, 27655850.706811823, 38430929.72547268, 33617043.30993293, 15054857.452971615]"
EScore: 0.58 RTime: 2901.697,403.2207,2.0,0.4976784292766836,Unclear,"[15161729.998843709, 21154455.80310206, 11595685.757462729, 6009820.497035389, 21248370.917796463, 7982064.172850668]"
EScore: 0.58 RTime: 2858.731,460.735,2.0,0.4028860908933665,Unclear,"[32182915.987904117, 19189347.625105795, 13820695.716044517, 13810316.153338974, 16992523.43234314, 17148520.996362507]"
EScore: 0.58 RTime: 1967.033,378.4716,4.0,0.5508628367084698,Unclear,"[12880475.690298261, 6614189.178791447, 7343211.1292110495, 4988035.559129903, 2386208.052766447, 12371235.521849424]"
EScore: 0.58 RTime: 2228.878,407.9621,4.0,0.5758083062434016,Unclear,"[38824800.301291876, 38461922.18264116, 23812916.982205354, 1.13022, 30134948.633311898, 44250758.75369169]"
EScore: 0.58 RTime: 1406.442,436.7523,2.0,0.3201929668967042,Unclear,"[6162085.125657104, 3757466.557442012, 4928166.236000412, 2005526.2179773652, 3790380.4333710014, 5132999.146122896]"
EScore: 0.58 RTime: 2266.204,399.4624,4.0,0.5280305360203054,Unclear,"[33382410.067047942, 25044838.02657625, 13744763.576996014, 32034412.7650162, 11173891.428109223, 9916930.499842744]"
EScore: 0.58 RTime: 2852.957,411.4817,2.0,0.5495855684791442,Unclear,"[47749979.51516834, 11272883.349209236, 29743820.65632784, 30772816.409531333, 15854343.770100122, 18713328.021329764]"
EScore: 0.58 RTime: 2885.547,545.6329,3.0,0.5729897617898794,Unclear,"[15232780.610337304, 41576107.777731426, 37610110.7502771, 12597564.007433943, 44540235.95672902, 12366128.768781103]"
EScore: 0.58 RTime: 2655.827,402.2161,2.0,0.4774792522937584,Unclear,"[41181452.18083388, 14266649.485166391, 25405327.946326137, 24148819.752968203, 11831590.251954712, 23544766.457737964]"
EScore: 0.58 RTime: 2865.111,457.9819,2.0,0.423380529149717,Unclear,"[30308320.736161362, 16315544.588231355, 13552048.226967266, 11836609.144553233, 18954795.630491253, 13516429.80001409]"
EScore: 0.58 RTime: 1683.893,343.993,5.0,0.5209139634946411,Unclear,"[8099725.96788775, 9847237.38328612, 2273577.2474868516, 4365423.1424045265, 5865926.243094696, 4657341.442208166]"
EScore: 0.58 RTime: 1938.584,432.4954,4.0,0.44562937718076673,Unclear,"[11808149.363964198, 12290813.76395103, 25933439.287533335, 9906018.063264025, 12503271.872258615, 14430398.465411302]"
EScore: 0.58 RTime: 1115.437,428.9841,2.0,0.2675384604285545,Unclear,"[2131820.582720642, 3837251.3912760746, 2760053.576121146, 2373930.529867356, 1590264.6774817102, 2463780.7985291826]"
EScore: 0.58 RTime: 3545.122,536.2761,3.0,0.22636343330499292,Unclear,"[22959190.115076605, 21863915.855472706, 20878924.632446736, 9389553.795386715, 19540105.074277777, 19458217.267876677]"
EScore: 0.58 RTime: 2745.606,508.5994,3.0,0.5284179442497027,Unclear,"[38524862.93709175, 29310045.870159965, 10313482.111968964, 10260358.744969653, 28127695.719711944, 19169408.674286716]"
EScore: 0.58 RTime: 3782.777,590.619,3.0,0.6020936107061619,Unclear,"[16724122.276888506, 4049116.0251983437, 6878951.943645375, 4636302.184616106, 9507002.854037335, 6224062.6573628895]"
EScore: 0.58 RTime: 2263.004,450.48,2.0,0.524868796855216,Unclear,"[30584511.125773065, 59817675.646622285, 19350708.953864418, 33072768.923243787, 32249993.03395042, 15516827.645736367]"
EScore: 0.58 RTime: 4205.607,567.977,3.0,0.5568947836669305,Unclear,"[8978002.9420843, 4997973.071597137, 2167810.258072131, 5283904.935827298, 3823448.871828265, 2784055.905032071]"
EScore: 0.58 RTime: 1424.708,381.7209,2.0,0.25854950166498264,Unclear,"[3389622.67337393, 3098000.061294632, 2885757.6355410796, 1577881.0341722828, 3338533.0901161977, 1989863.4179559066]"
EScore: 0.58 RTime: 2047.938,381.2137,4.0,0.335211293554554,Unclear,"[20513381.3803849, 14915910.498134002, 18581165.24364356, 16376320.388579225, 5851548.271270445, 17567662.201583464]"
EScore: 0.58 RTime: 2157.206,444.2396,4.0,0.46223230628243694,Unclear,"[14451336.639845544, 37088221.04854516, 19295706.427043553, 17100457.59414015, 18735907.414298065, 16360315.973846799]"
EScore: 0.58 RTime: 1656.084,449.751,4.0,0.6347666158271198,Unclear,"[17097667.21688276, 3732206.322505428, 5866162.862776423, 7534816.948109362, 4205048.82718585, 7933708.026243475]"
EScore: 0.58 RTime: 2949.533,414.4722,2.0,0.5324939843504483,Unclear,"[23457554.809718296, 14348211.283161147, 17893349.045042362, 24319886.311832637, 14244737.176904531, 2483753.853574939]"
EScore: 0.58 RTime: 3751.268,553.3106,3.0,0.12362135529856515,Unclear,"[14778277.674355613, 11696346.442645816, 10469141.882647164, 7026847.4942390565, 9905632.778634047, 10296873.04637718]"
EScore: 0.58 RTime: 3332.444,581.2744,3.0,0.4110983674266454,Unclear,"[8515385.575605696, 11297628.47115117, 18488444.89095414, 10472383.442825064, 5451080.22283155, 12306686.33048774]"
EScore: 0.58 RTime: 1872.224,386.7254,4.0,0.32274979475907817,Unclear,"[13028891.374421896, 18258804.572724447, 9559831.75059348, 10164335.944667775, 6762588.666586125, 13184907.112934195]"
EScore: 0.58 RTime: 1141.911,443.0006,4.0,0.583689061989879,Unclear,"[770166.0197188767, 3535748.084355777, 1943981.1004104207, 790656.3717106027, 2095707.284187875, 1721241.8133005314]"
EScore: 0.58 RTime: 3669.95,609.6465,3.0,0.5787383524843019,Unclear,"[27737693.893477805, 10307270.861439634, 8557431.545639904, 8357505.922997496, 14202415.767896751, 11800954.143628528]"
EScore: 0.58 RTime: 4184.553,546.2926,3.0,0.6110697036104915,Unclear,"[12820911.539702564, 3319373.738779554, 6090216.055698581, 9597247.278680356, 3898177.876116744, 2896217.3828454535]"
EScore: 0.58 RTime: 2233.846,459.7464,4.0,0.4021648089421851,Unclear,"[19378900.440882113, 11935293.696193289, 10267299.537545763, 15545020.840787413, 8289063.902457077, 6827771.959654129]"
EScore: 0.58 RTime: 4132.908,549.6358,3.0,0.32399004779353235,Unclear,"[4668739.731630774, 5548292.823389488, 3682456.666894675, 1816171.5348901972, 3502307.3713822262, 4931851.986615091]"
EScore: 0.58 RTime: 2325.751,410.9674,4.0,0.53898948563426,Unclear,"[30398988.67366884, 72688148.75858547, 44902975.07537914, 28069513.910390906, 16110861.036131665, 64979166.50820383]"
EScore: 0.58 RTime: 3111.409,507.2749,2.0,0.17590786557654992,Unclear,"[18696178.259654053, 15855215.046636486, 23559722.555334978, 17852135.337576125, 14503017.807373427, 10508542.40706208]"
EScore: 0.58 RTime: 3910.967,623.3024,3.0,0.40246544882493623,Unclear,"[16610372.084430424, 11149855.377268545, 7116120.854398759, 6666255.433921154, 11661239.447564483, 7398416.334802902]"
EScore: 0.58 RTime: 3526.722,573.9964,3.0,0.5310719524533625,Unclear,"[6971095.622418399, 1839114.500806732, 4238681.891375746, 2295308.1099224556, 3150449.7561981585, 4180748.9639996085]"
EScore: 0.58 RTime: 2721.769,417.2224,2.0,0.7254872333199558,Unclear,"[89384320.27658492, 33435792.07481256, 1.12333, 24626798.19540202, 44806938.942716494, 21176785.61821399]"
EScore: 0.58 RTime: 1404.597,448.2395,4.0,0.509868748679605,Unclear,"[16628947.641470533, 5385031.923644757, 8643170.21839323, 7610174.807549172, 6099633.790848479, 8912115.89932662]"
EScore: 0.58 RTime: 2714.127,434.2419,2.0,0.26762399401012593,Unclear,"[31435417.04760052, 25582410.807450138, 26667691.066380974, 29523991.415069915, 12866066.025862876, 19372994.944458842]"
EScore: 0.58 RTime: 3076.257,415.488,4.0,0.5224885352707824,Unclear,"[14753146.24138773, 15588146.172158156, 22566418.39321185, 24205336.279095687, 10104086.824627765, 4743679.314202653]"
EScore: 0.58 RTime: 1808.42,401.467,4.0,0.384956608470674,Unclear,"[15801375.116995642, 24492904.98947027, 26243598.846822254, 8410287.192644361, 25225831.443408743, 15491747.275756681]"
EScore: 0.58 RTime: 1831.081,425.9921,4.0,0.5353382269857191,Unclear,"[28245694.399280045, 11082413.883014672, 10422434.045809774, 13405029.65218711, 12378012.806258978, 10951815.66361783]"
EScore: 0.58 RTime: 3219.487,466.2428,2.0,0.4984206170385258,Unclear,"[13574502.112462929, 35457664.94636937, 16132250.187559051, 17929146.94265311, 16081953.58002828, 14110929.141529974]"
EScore: 0.58 RTime: 1701.069,403.7088,2.0,0.3201267553282706,Unclear,"[7175466.70062674, 8574018.301320896, 8036952.419578558, 7529448.997982973, 7351557.031392878, 2684830.752228659]"
EScore: 0.58 RTime: 2585.098,447.2341,2.0,0.5138915322965768,Unclear,"[25408275.420694087, 68128739.30926718, 36688284.612123735, 42270924.925604284, 40067228.88390707, 13837433.276296552]"
EScore: 0.58 RTime: 2477.358,425.9908,4.0,0.09900725689842368,Unclear,"[36383280.66387985, 29239334.420210402, 33057454.39010648, 23718125.834910676, 30122966.73058806, 19037866.424263585]"
EScore: 0.58 RTime: 3318.674,566.9677,3.0,0.43997010973046774,Unclear,"[20021013.53218439, 36623470.29074851, 22743942.41823629, 14614536.441253781, 31848160.008670986, 12169098.500975652]"
EScore: 0.58 RTime: 2439.406,461.4975,2.0,0.18073367990382494,Unclear,"[13099653.544745568, 20435359.574989494, 15754785.00229613, 11501398.231577681, 12465094.175910374, 12439947.627617834]"
