Compound,m/z,z,p value,specificity,areas
EScore: 0.58 RTime: 2706.443,463.4997,4.0,0.3557353883741002,Unclear,"[8411579.987408612, 17308160.199467465, 19728905.22251969, 13582233.034007786, 7526924.555520581, 11674600.73005592]"
EScore: 0.58 RTime: 2001.123,449.2463,4.0,0.47872495043505686,Unclear,"[34129242.858717956, 19383175.75886883, 11131720.463725556, 12310328.693697792, 21440769.72028863, 12882807.603555793]"
EScore: 0.58 RTime: 3308.22,493.9543,3.0,0.7245358942792351,Unclear,"[5172454.502298283, 17389768.82055708, 1.1945999999999999, 6322870.366180065, 5521577.259589703, 4433772.595311582]"
EScore: 0.58 RTime: 2420.08,396.4671,2.0,0.3952611299924756,Unclear,"[49307942.8707919, 40458323.24423029, 44588907.85079332, 21335282.136849057, 20118317.699031062, 55488898.92570497]"
EScore: 0.58 RTime: 1496.674,412.2159,4.0,0.4332463157982823,Unclear,"[12040235.321854679, 5943849.280620856, 11089527.231734848, 2907269.6816924475, 11308756.840095261, 6766272.796037885]"
EScore: 0.58 RTime: 2884.605,424.9719,4.0,0.611576636112253,Unclear,"[7406845.615109701, 24993347.81337822, 52612849.25277894, 17129665.252108242, 19514177.28054676, 24711256.036256682]"
EScore: 0.58 RTime: 2460.211,432.2369,4.0,0.015394007553406757,12ca5,"[33986693.29595179, 40485864.47201961, 38597691.259859055, 26254043.957473684, 24895789.32348429, 30454613.38656208]"
EScore: 0.58 RTime: 3544.931,582.2993,3.0,0.5205791516440343,Unclear,"[45906953.68404449, 35580621.62413439, 11719350.068985656, 24456803.959723137, 32756334.588920984, 10081037.897533685]"
EScore: 0.58 RTime: 2455.269,409.7277,4.0,0.4863235506943892,Unclear,"[35772395.27170082, 74292474.5626684, 35664707.085648455, 53997564.79652224, 12714673.625142807, 38514094.989491425]"
EScore: 0.58 RTime: 1505.114,419.4857,2.0,0.5404903732614728,Unclear,"[15071074.92339632, 7160181.8894324275, 18869884.16933048, 18640149.090887394, 7283951.420522178, 3755971.1252957135]"
EScore: 0.58 RTime: 3185.847,434.4859,4.0,0.44628826639545854,Unclear,"[7793466.5902827475, 18733046.349187255, 22568465.586605728, 16212011.823191235, 6305454.233021401, 12937803.085606135]"
EScore: 0.58 RTime: 1546.797,399.6961,4.0,0.27388677042200316,Unclear,"[1804619.6007488351, 2835746.7913519717, 1980727.638038292, 1708205.9030482024, 2157079.8203853727, 916703.1995265342]"
EScore: 0.58 RTime: 3470.858,448.2437,2.0,0.5575279841440096,Unclear,"[6941590.315247603, 4919436.550421256, 8083119.680399018, 8845617.188449422, 5558899.091309763, 1.29515]"
EScore: 0.58 RTime: 3161.358,496.2476,2.0,0.6017421444001311,Unclear,"[8823707.985024147, 4797926.28242002, 10409237.342149232, 1.84962, 5502925.135279045, 11855534.213089895]"
EScore: 0.58 RTime: 3834.692,564.9683,3.0,0.3152378117706942,Unclear,"[20837326.43681937, 10633191.473596495, 13304532.830423087, 13977213.70756969, 9291085.6559701, 9076832.528936803]"
EScore: 0.58 RTime: 1332.112,336.9996,5.0,0.3352268583524434,Unclear,"[2361755.4167679306, 2688589.8209904674, 3274705.833659011, 1051747.8094581775, 1834970.7888892174, 3127455.315240033]"
EScore: 0.58 RTime: 1598.512,348.195,5.0,0.4366794501022734,Unclear,"[6857502.247324736, 3877589.983730406, 11071962.024176924, 5285364.563899181, 4545288.792984216, 5924001.171236877]"
EScore: 0.58 RTime: 2354.793,422.9626,4.0,0.21593370288471747,Unclear,"[15523669.650210273, 25668511.523393854, 25247190.91273135, 17963977.05876605, 11134433.761354838, 18901614.049255773]"
EScore: 0.58 RTime: 3873.751,549.9613,3.0,0.655019838626084,Unclear,"[24333026.15569077, 6960893.965898453, 25610261.503749326, 31493548.10471817, 6827685.42062936, 2795952.733014492]"
EScore: 0.58 RTime: 1711.883,388.2098,2.0,0.4287089011810636,Unclear,"[10126046.684805378, 20869588.117226552, 12212374.056542045, 16110138.575348398, 9794622.815678215, 5316140.307991422]"
EScore: 0.58 RTime: 1867.829,378.013,5.0,0.26180248855625987,Unclear,"[3796816.5305050267, 5156845.002818167, 3420439.306014093, 3367489.712720186, 1644196.9568471815, 3931008.6982843243]"
EScore: 0.58 RTime: 3533.25,555.6166,3.0,0.5506931012726571,Unclear,"[13000756.355485164, 25713256.045486037, 51875341.989080474, 24158571.624334417, 27916085.16157399, 13400742.344389273]"
EScore: 0.58 RTime: 2761.748,546.6122,3.0,0.455901044684682,Unclear,"[34370561.17424774, 23974920.673113152, 49725867.66182597, 20750782.32958968, 44359874.21093707, 13040819.39892352]"
EScore: 0.58 RTime: 2157.245,398.962,4.0,0.24461568052147145,Unclear,"[17114868.78670144, 27306557.39409496, 24204125.495288815, 20499688.6729033, 9542482.477747891, 19588387.40424976]"
EScore: 0.58 RTime: 1965.962,393.7307,2.0,0.49319619093648615,Unclear,"[9227256.247109966, 19223423.24792657, 30724668.680141475, 13524251.16929572, 8988451.587225545, 20288014.29363289]"
EScore: 0.58 RTime: 2783.052,465.2414,4.0,0.049188503172692334,12ca5,"[27549853.62559159, 23397157.058122415, 25927535.72786703, 20120255.325075164, 20908367.6972784, 14585060.017754259]"
EScore: 0.58 RTime: 3386.642,533.6206,3.0,0.46332645242768944,Unclear,"[20617545.822056353, 25896555.565461315, 18458160.87923938, 28743406.16148913, 8192403.911804774, 10068612.05202543]"
EScore: 0.58 RTime: 2681.355,461.2307,4.0,0.6919775278762371,Unclear,"[12382204.116386237, 55743525.679077245, 7799339.298371736, 18654214.88984586, 16883270.196092166, 19394820.54258069]"
EScore: 0.58 RTime: 4642.33,471.2976,2.0,0.18681430958195855,Unclear,"[7657124.321575434, 9885070.959813643, 7421250.625515807, 8328839.038081538, 4589016.7994953375, 5144029.869119058]"
EScore: 0.58 RTime: 1615.542,400.9627,2.0,0.31759644391863423,Unclear,"[9597248.937813714, 10060960.165965475, 14940658.404826745, 12528865.300686533, 5173809.81155522, 7330951.389483886]"
EScore: 0.58 RTime: 2354.031,444.2299,2.0,0.5820335216732052,Unclear,"[63952346.077700704, 21507424.822536547, 91549074.08374082, 77850909.67228802, 17713116.666546434, 32509241.665197268]"
EScore: 0.58 RTime: 3854.366,531.955,3.0,0.48792097364737264,Unclear,"[7558187.146911113, 8557525.547050875, 11996012.239675568, 12638931.213702656, 4592550.870109886, 3113923.5499598784]"
EScore: 0.58 RTime: 3542.386,592.2909,3.0,0.4657579174381909,Unclear,"[34168350.781874426, 19712310.684344828, 11210776.888796508, 14538477.38772857, 15771019.967664678, 16800137.571280736]"
EScore: 0.58 RTime: 2713.781,552.6075,3.0,0.3490778717367174,Unclear,"[22744351.691575415, 41195640.53759463, 22051569.66779222, 26250399.243275136, 14040692.821255188, 21966377.75210341]"
EScore: 0.58 RTime: 3553.679,469.2445,2.0,0.5459300853129367,Unclear,"[3321452.2321210387, 14437391.256391292, 17264479.22492702, 12113679.704472374, 8210913.57973293, 5033333.660583658]"
EScore: 0.58 RTime: 3197.436,560.6379,3.0,0.687786199696755,Unclear,"[43711859.156594165, 22021616.27025937, 1.82781, 10723482.119350862, 12151317.223099604, 24722951.416572604]"
EScore: 0.58 RTime: 1277.322,413.9937,2.0,0.6443075620857398,Unclear,"[7548524.24870235, 3183300.3563267905, 1196551.7681947795, 1074811.353144116, 4752956.929447461, 2810165.09466541]"
EScore: 0.58 RTime: 3202.675,431.9938,4.0,0.27233367410877657,Unclear,"[7012529.085279163, 9256750.901966944, 13000787.039742867, 8345615.6380974455, 7902809.620400545, 4952535.8108995715]"
EScore: 0.58 RTime: 2165.219,433.7341,4.0,0.4831629202872712,Unclear,"[35780766.22948673, 24860052.902848907, 59181364.6668609, 25175844.350119296, 13718073.47503463, 47897858.64689664]"
EScore: 0.58 RTime: 2307.364,399.9772,4.0,0.4144262442683707,Unclear,"[23206774.471777096, 60629552.0504373, 64636321.24358969, 42010762.747142345, 26859604.03356925, 38691638.26695442]"
EScore: 0.58 RTime: 2692.193,428.7337,2.0,0.404568705394458,Unclear,"[54487412.501699604, 32785512.92738073, 23392949.22882614, 24455192.168779634, 19008227.48948294, 36710563.34375773]"
EScore: 0.58 RTime: 1440.256,415.7095,2.0,0.09378274271901098,Unclear,"[6699354.068821513, 6584733.912534362, 5705746.689764412, 4269483.425847658, 5814103.74346587, 3675724.929010204]"
EScore: 0.58 RTime: 1643.136,390.2162,2.0,0.2389613286489425,Unclear,"[12169209.834107894, 17415632.231855962, 16851965.880471524, 14681893.849478202, 12608682.626018025, 6356559.200623463]"
EScore: 0.58 RTime: 2691.964,438.9911,2.0,0.6545853745280537,Unclear,"[28516428.670085054, 75843153.49292475, 13046885.5015514, 22377181.222788606, 12714039.256819336, 49979241.03800331]"
EScore: 0.58 RTime: 2738.72,451.2463,4.0,0.37253410767720596,Unclear,"[44453297.72651801, 43663770.440126896, 18892423.84913811, 17868391.850069858, 28363418.471527893, 31325094.561222658]"
EScore: 0.58 RTime: 1431.042,327.5812,5.0,0.5186103325021275,Unclear,"[5062505.649224815, 4082320.754919405, 1401527.475342752, 2253398.1858562534, 4060013.1000529905, 1332380.4633358126]"
EScore: 0.58 RTime: 2830.865,426.743,2.0,0.6470603834091359,Unclear,"[56456936.02727588, 10401693.876038816, 17607756.447146237, 25446233.735213473, 13214508.774469541, 22582197.403828193]"
EScore: 0.58 RTime: 1543.556,416.487,2.0,0.44400343344972387,Unclear,"[15028691.74147507, 14799849.090504391, 8603843.802944494, 6783841.24349849, 16144855.628745774, 4938506.335956231]"
EScore: 0.58 RTime: 4030.326,546.2955,3.0,0.4178317529480673,Unclear,"[14015414.33947642, 9587353.358438004, 5138540.052234944, 8829880.901162816, 6261970.710401076, 5748633.049718827]"
EScore: 0.58 RTime: 2181.674,392.4795,4.0,0.5172477798107306,Unclear,"[39790028.58981559, 24738773.066905044, 10338782.914553639, 25055038.08090045, 16406818.360617567, 12829120.2134101]"
EScore: 0.58 RTime: 3134.629,509.6194,3.0,0.518839655972022,Unclear,"[17143008.34575367, 16889192.194326274, 44497386.83752129, 23925043.28742834, 15757509.796975171, 17267371.477986217]"
EScore: 0.58 RTime: 2712.118,556.9499,3.0,0.5217414948809496,Unclear,"[24585104.755882375, 59181528.256604925, 32571460.92941488, 48852331.81435624, 11313112.374375414, 24210827.008742064]"
EScore: 0.58 RTime: 2245.634,435.9876,2.0,0.5777101501047333,Unclear,"[72039836.97709872, 26200134.45437355, 20412649.768257283, 29844034.512465805, 21626425.295109104, 34590938.92926762]"
EScore: 0.58 RTime: 1912.192,432.9649,2.0,0.32284504941349534,Unclear,"[11815089.243406475, 11195138.719380623, 12374093.187826486, 8700698.250826774, 12798734.301349225, 4166168.743558436]"
EScore: 0.58 RTime: 1892.872,434.9761,4.0,0.46040731840866084,Unclear,"[31450683.37521322, 21888599.588061914, 13526470.145529702, 26566593.18331554, 8266617.57127124, 13667629.885827512]"
EScore: 0.58 RTime: 1292.841,387.2144,2.0,0.3906045716719794,Unclear,"[4132742.043625325, 3660859.8782144, 6226249.623232719, 2063661.48848669, 5485292.567187471, 2621997.4601091137]"
EScore: 0.58 RTime: 1675.467,431.4881,4.0,0.35307468341298137,Unclear,"[13967797.371980214, 23417517.479847625, 21363949.03938064, 19123469.352782175, 5975585.849558749, 17526310.86237997]"
EScore: 0.58 RTime: 2208.682,397.2136,4.0,0.4408204496050803,Unclear,"[36166525.45777342, 47143486.8859475, 15272407.872559197, 26899247.297295347, 17986487.96154748, 26662685.543880753]"
EScore: 0.58 RTime: 2918.195,432.9925,2.0,0.3807036655476923,Unclear,"[22615228.58404488, 11234917.270878203, 28119885.181077078, 10527864.976907939, 17545061.160369944, 16904197.565821815]"
EScore: 0.58 RTime: 2809.277,443.7269,4.0,0.3801829118571677,Unclear,"[23521171.853433844, 25871146.663271792, 46878205.20954815, 17166457.00144681, 32165743.693522636, 20546245.579333473]"
EScore: 0.58 RTime: 1934.091,453.9879,4.0,0.37337787020179475,Unclear,"[14620675.633323446, 22958452.30411372, 10857371.436923398, 12389743.473370573, 15651715.012014905, 7117041.807905367]"
EScore: 0.58 RTime: 2105.11,428.2338,2.0,0.6649516917395605,Unclear,"[24813793.750671204, 99476564.42725027, 27045130.069870714, 17003071.09786515, 68235578.65467928, 24615584.469488073]"
EScore: 0.58 RTime: 1641.193,432.2229,4.0,0.1983386171837818,Unclear,"[20726421.3628921, 13972492.875351353, 19139289.436656073, 17661936.461263012, 9429680.679720506, 11994410.05760576]"
EScore: 0.58 RTime: 1986.122,384.9776,4.0,0.47300842600202925,Unclear,"[13835259.080214148, 9222423.509469118, 23060598.699929625, 10972274.062151242, 5356056.972740133, 17153297.26090516]"
EScore: 0.58 RTime: 2814.137,539.6285,3.0,0.0663035750919273,Unclear,"[36475568.24238728, 41123234.11561093, 48904457.513644785, 25693730.00084593, 32202819.88527947, 33955311.16629068]"
EScore: 0.58 RTime: 3133.72,484.9393,3.0,0.30860169035915574,Unclear,"[9422636.820692057, 8844904.087260516, 6551086.216898826, 8883721.900607627, 3205794.907728493, 5931976.470487358]"
EScore: 0.58 RTime: 4079.974,543.9597,3.0,0.247305822764458,Unclear,"[3746663.3012219234, 6343653.223249773, 4117359.037762884, 3578549.541290523, 3963268.4201229904, 2776144.441170216]"
EScore: 0.58 RTime: 1987.386,429.9863,4.0,0.350409159045,Unclear,"[55341825.199639566, 55258972.54873009, 36998873.75067862, 36384517.597400784, 53945343.18515116, 16862610.905934352]"
EScore: 0.58 RTime: 2602.997,548.9573,3.0,0.6459038866353558,Unclear,"[23771652.504351698, 82104143.92430073, 17652600.7353128, 23671185.614910435, 22629796.611083627, 43412324.26755749]"
EScore: 0.58 RTime: 3343.167,430.7332,4.0,0.3220317428996786,Unclear,"[8271728.716841565, 5703698.494566102, 3943865.5303880097, 4304834.816152383, 3923029.1371372226, 4786852.955636315]"
EScore: 0.58 RTime: 3239.938,455.4872,4.0,0.17263210902630097,Unclear,"[14504406.827584345, 15200197.788371962, 13057843.206154382, 14074860.328390295, 7579023.586324967, 9407813.067511205]"
EScore: 0.58 RTime: 2765.668,427.2364,2.0,0.3028716395362367,Unclear,"[34917465.71267608, 67494654.53813615, 43692816.82607909, 30884455.432502817, 38152445.98076347, 37093772.44487428]"
EScore: 0.58 RTime: 1647.198,393.9818,4.0,0.471377151140269,Unclear,"[7671089.6597003825, 10408085.599952372, 4740667.597194395, 7070403.7710531205, 8004254.971115868, 1503507.7569473612]"
EScore: 0.58 RTime: 2542.839,387.718,4.0,0.28128763565579523,Unclear,"[17684930.828331266, 18003355.62693621, 21433420.560095716, 20958535.158477318, 9554004.727009002, 10999009.80137997]"
EScore: 0.58 RTime: 2156.365,501.2779,3.0,0.3888754600436445,Unclear,"[17162781.69902036, 12298743.880850444, 8398495.470475474, 4769091.966527926, 13475223.086753706, 9272498.35356254]"
EScore: 0.58 RTime: 1565.814,442.7368,2.0,0.363237014704812,Unclear,"[10751987.35424854, 19831432.513762385, 21493852.147662893, 8085530.681690377, 10967520.507729897, 18798138.72516948]"
EScore: 0.58 RTime: 3637.29,612.6316,3.0,0.3045747837101658,Unclear,"[10693958.608663682, 15228486.466363253, 7542306.858066747, 7509380.356445654, 8398451.314708266, 8416455.671146533]"
EScore: 0.58 RTime: 1870.748,425.9749,4.0,0.40821090986028835,Unclear,"[34813306.43269438, 18173094.708580993, 19701904.871772468, 25951789.4017032, 17570052.114095572, 9317695.325700127]"
EScore: 0.58 RTime: 2130.887,411.4595,4.0,0.3449717780643692,Unclear,"[18511162.45948332, 14707260.513251139, 20172873.21685276, 5766404.154484505, 19292156.14365227, 13756791.373026045]"
EScore: 0.58 RTime: 1610.471,385.9663,4.0,0.5957258331093288,Unclear,"[3858160.37385752, 17220491.713779457, 7748333.330606137, 3312286.9483611276, 9903486.83169536, 7743501.949291117]"
EScore: 0.58 RTime: 1894.522,443.48,4.0,0.6881509835526294,Unclear,"[67704367.10870811, 16263314.218685085, 11086183.951783242, 24118842.10930027, 11598164.571567817, 33410512.1253065]"
EScore: 0.58 RTime: 3167.796,458.4922,4.0,0.4898619363260424,Unclear,"[25104826.07738594, 6665607.098956983, 23311661.57227423, 12362101.651249692, 17120169.317129157, 10582900.430777501]"
EScore: 0.58 RTime: 4019.329,534.9615,3.0,0.47277199399979003,Unclear,"[10367925.374295218, 5572519.260914853, 4126323.7628042237, 6150052.960609161, 6102724.485478096, 2344249.114102956]"
EScore: 0.58 RTime: 2384.791,394.4759,2.0,0.49943000080782596,Unclear,"[17010397.620816384, 67864657.00874494, 61181116.27135311, 42578044.75454512, 25249950.375003193, 38437966.38735041]"
EScore: 0.58 RTime: 1919.243,419.9804,2.0,0.468452613597428,Unclear,"[25219840.63039007, 29090536.70023097, 58229970.77774304, 41431665.87654514, 20848730.988157324, 19606483.07708132]"
EScore: 0.58 RTime: 1709.615,420.2176,2.0,0.6033585190155398,Unclear,"[48079237.04281302, 23658886.77709182, 9399383.372656994, 31127166.68345174, 11658334.936181601, 16256415.224587714]"
EScore: 0.58 RTime: 3191.121,514.9539,3.0,0.6222821409755247,Unclear,"[45081859.47715971, 28106139.16381054, 17012684.069248803, 46854353.83094252, 4851784.885371725, 13936221.170743488]"
EScore: 0.58 RTime: 1749.794,443.495,4.0,0.19163204348564425,Unclear,"[13924831.025936365, 19063472.109394416, 11930545.07403677, 10382504.550377661, 13360815.113780376, 8947530.284577481]"
EScore: 0.58 RTime: 3121.729,417.9836,4.0,0.429110538143669,Unclear,"[7756202.5931849135, 18815431.593245108, 11507522.775495827, 13021477.255034138, 8849523.723600507, 5842493.063678779]"
EScore: 0.58 RTime: 2761.003,419.9728,4.0,0.5486547321731003,Unclear,"[69821203.98053722, 75948176.4430041, 14536871.600989234, 23134913.889419314, 52709523.4722245, 40850547.7899719]"
EScore: 0.58 RTime: 2289.92,457.4874,2.0,0.4108872440484581,Unclear,"[38092345.531926826, 20707562.67694107, 16843702.865306854, 23360370.771941844, 14501025.81233071, 17203504.133772045]"
EScore: 0.58 RTime: 3108.185,570.9709,3.0,0.5221164322475234,Unclear,"[37355812.85072728, 17181855.6060199, 28603188.021430846, 11997297.945318192, 10671864.141590616, 37860693.502429]"
EScore: 0.58 RTime: 3051.151,512.6114,3.0,0.594729067187492,Unclear,"[19573431.49544439, 60153113.29003751, 18160105.691943813, 29148331.459995754, 13867152.120700989, 28259677.3108742]"
EScore: 0.58 RTime: 1706.391,333.5982,5.0,0.24799727232929683,Unclear,"[3679103.7991865934, 4702337.576207026, 3957596.82728468, 4260837.616645001, 2881542.157974675, 1842408.380264173]"
EScore: 0.58 RTime: 3142.039,567.6458,3.0,0.4174576841169737,Unclear,"[16621260.889008338, 12061929.601869553, 15117024.868184207, 5431340.610372397, 8271450.214220699, 18193668.09819443]"
EScore: 0.58 RTime: 2506.541,409.2189,2.0,0.11786327493086989,Unclear,"[54838769.27336286, 48993234.11063559, 68156258.142411, 31434183.081094034, 44237601.66742872, 49629184.20093905]"
EScore: 0.58 RTime: 1477.667,450.2581,2.0,0.3449874808091031,Unclear,"[3771829.1015031785, 6612120.7566514835, 7375903.588326119, 6349434.429438396, 3487055.760275833, 3107021.8266767943]"
EScore: 0.58 RTime: 1799.974,425.4881,2.0,0.42636524655072994,Unclear,"[22309558.30749797, 13807472.527878826, 26380216.13906496, 7840978.011897895, 12676485.656763036, 25032238.817829642]"
EScore: 0.58 RTime: 2195.771,401.9762,4.0,0.41661218327670635,Unclear,"[60370403.83148036, 71271824.51103528, 27057497.518677875, 44592324.57125986, 23021974.11551047, 48052795.43912351]"
EScore: 0.58 RTime: 2002.793,415.9688,2.0,0.06452785568500644,Unclear,"[26251107.934872705, 25363640.628221195, 25232070.560413856, 17296950.998778753, 22450749.661723506, 16262764.309227977]"
EScore: 0.58 RTime: 2023.652,408.2243,2.0,0.5799490123134237,Unclear,"[78667842.29231274, 25716538.84075113, 25202800.932652414, 37977012.80097573, 31789615.020347107, 24696637.722329307]"
EScore: 0.58 RTime: 2124.203,409.2171,4.0,0.22879329864616416,Unclear,"[24873741.53449718, 26186268.164469488, 36361806.85629018, 16838958.05328774, 17289507.049054798, 29615648.04145515]"
EScore: 0.58 RTime: 2604.707,387.719,4.0,0.4239210445740824,Unclear,"[24577507.17223058, 21040830.600645546, 17983426.794014648, 23159462.09296285, 4345909.508165362, 18880054.458710857]"
EScore: 0.58 RTime: 2446.932,564.2994,3.0,0.07351018080637667,Unclear,"[32553847.705453206, 25585311.2963452, 33775185.801251195, 18732471.63256267, 26584682.141732518, 21718195.77944952]"
EScore: 0.58 RTime: 2168.694,432.2544,4.0,0.5264172194040877,Unclear,"[11471104.067487916, 23312252.33794538, 9762481.559560042, 9671079.305875536, 18138701.977416854, 4680286.103754434]"
EScore: 0.58 RTime: 1088.156,413.4794,2.0,0.6829570401015728,Unclear,"[6465691.948786811, 987217.9943531646, 1669166.5423847476, 1512791.2199996382, 2587466.1413417463, 2553977.2463237415]"
EScore: 0.58 RTime: 1501.354,406.7316,4.0,0.5532452765850495,Unclear,"[5850023.792792724, 9967748.367337331, 18236338.23482528, 7845327.943567983, 13727829.313619295, 3271481.6646462237]"
EScore: 0.58 RTime: 2452.8,440.9864,4.0,0.16834908776254115,Unclear,"[30552761.291521415, 28808328.918267567, 43254560.25635503, 20801618.4748751, 25949024.53896677, 28115711.453685414]"
EScore: 0.58 RTime: 2425.088,437.9743,4.0,0.23866405186525338,Unclear,"[47036067.824511, 56666794.35567686, 42896242.10363974, 19753976.917793214, 41953451.71786881, 45256162.31732145]"
EScore: 0.58 RTime: 1777.481,422.7217,4.0,0.5649153171646861,Unclear,"[23939970.26298234, 16959404.739698008, 51042787.27815257, 38447982.516598426, 14973297.497279964, 13672629.587303177]"
EScore: 0.58 RTime: 1208.559,414.9756,2.0,0.6234535310562407,Unclear,"[9812681.664487153, 4563776.699512169, 2329170.340781293, 2333960.4289319385, 7546741.87349396, 2311771.9090949437]"
EScore: 0.58 RTime: 2517.821,434.7251,2.0,0.09196790991067917,Unclear,"[36950183.66191936, 40168097.212772064, 39012608.12650529, 26855621.09072473, 22851707.4750078, 35050644.96948122]"
EScore: 0.58 RTime: 1663.757,410.7188,4.0,0.343377730712596,Unclear,"[23886222.392253987, 11100209.857623497, 21736722.671402317, 18397808.428214137, 12688502.800627327, 10316237.925027482]"
EScore: 0.58 RTime: 2192.556,423.4762,4.0,0.25985905506454177,Unclear,"[27269598.705959864, 51527781.7086623, 41817969.407196864, 31783853.926026043, 31184050.97805083, 25084639.3472141]"
EScore: 0.58 RTime: 1791.741,405.712,2.0,0.2837888040750854,Unclear,"[22526017.640378464, 25843752.068350784, 21426883.20724984, 9310559.57186694, 24401600.44703663, 17241423.057904676]"
EScore: 0.58 RTime: 1584.642,450.7339,2.0,0.3253860773105897,Unclear,"[13130109.52071866, 8914793.31381239, 7806782.413874021, 10202576.364315784, 7485395.200532888, 4105822.083004595]"
EScore: 0.58 RTime: 3014.134,429.9708,2.0,0.4914387198216365,Unclear,"[25081394.482595082, 7664920.709072294, 16214463.76309052, 16921869.805619314, 9612649.443998426, 9215331.313751968]"
EScore: 0.58 RTime: 1725.036,411.9677,4.0,0.23666343072030882,Unclear,"[21872151.639693823, 22542195.392426513, 21560720.034205765, 23140999.219438314, 11946552.705055345, 13092242.01580081]"
EScore: 0.58 RTime: 2416.572,427.2274,2.0,0.5436244832253716,Unclear,"[27343668.279308468, 36766634.332139105, 66919025.63610355, 18067712.878711767, 19448343.244081065, 58173447.41003855]"
EScore: 0.58 RTime: 3833.321,593.6178,3.0,0.5130787455983552,Unclear,"[7716128.198974675, 15656811.910543604, 5115202.40277472, 9066674.854364682, 4961940.259447712, 6776137.051024311]"
EScore: 0.58 RTime: 1475.693,423.4844,4.0,0.5090907269423605,Unclear,"[16970776.192143507, 7109723.111203646, 12086116.218077932, 15702541.314018993, 5134325.37664536, 5578411.343064406]"
EScore: 0.58 RTime: 2508.843,527.6257,3.0,0.21675374761936492,Unclear,"[25477978.405686755, 32631667.988243084, 28770981.704929154, 30066702.3152529, 16135938.064394413, 17260378.226732217]"
EScore: 0.58 RTime: 2767.893,546.9592,3.0,0.40245835848923855,Unclear,"[27816748.749687653, 55485103.14705901, 72348901.87590775, 48621193.334381536, 35493277.80800642, 29594067.155643016]"
EScore: 0.58 RTime: 3348.108,548.6306,3.0,0.5788257598783685,Unclear,"[29986227.891486797, 71291536.75065714, 23397613.629155904, 50791315.74518066, 25419987.215740003, 14870518.161860615]"
EScore: 0.58 RTime: 2031.829,442.238,4.0,0.5998523296145596,Unclear,"[12232898.437127268, 47973026.74853217, 21312339.21662323, 8348303.726036651, 19507348.14723371, 31704669.649570048]"
EScore: 0.58 RTime: 2305.583,392.2183,4.0,0.43835633270629243,Unclear,"[46895565.6059575, 29162505.08824345, 46704314.02682887, 51702344.93963023, 20121361.49929234, 17880828.71999432]"
EScore: 0.58 RTime: 1352.111,373.0025,5.0,0.43179438009497967,Unclear,"[5501719.612848299, 2631789.4621439576, 3870707.209191297, 3892783.3435297217, 3774280.058706826, 1105863.553358291]"
EScore: 0.58 RTime: 2013.216,444.483,4.0,0.3174475735170601,Unclear,"[19085677.669487588, 19485606.742369924, 18353370.88693664, 21604564.17795616, 10170926.525914084, 9827554.922373978]"
EScore: 0.58 RTime: 1551.136,429.4689,2.0,0.6162292808863685,Unclear,"[19489686.944463093, 5030857.065069943, 6482618.360987517, 10475763.171929661, 7446629.676777355, 4740795.873943399]"
EScore: 0.58 RTime: 1337.364,410.2309,2.0,0.33778694222157696,Unclear,"[10319502.56296731, 13488257.197036047, 19165936.545732625, 8168956.196184577, 15298478.647344228, 7948289.056091187]"
EScore: 0.58 RTime: 1194.977,449.2411,2.0,0.4730843763171882,Unclear,"[3720207.508575241, 1950023.180181791, 4599884.175623916, 1950216.6550855187, 1364816.3661216348, 4193801.0313754324]"
EScore: 0.58 RTime: 2216.683,401.9789,2.0,0.2795342041523836,Unclear,"[34406686.20111447, 58035138.44523795, 39736979.276574485, 29143476.4815993, 23468202.100800406, 44078566.85382438]"
EScore: 0.58 RTime: 3154.516,485.2643,3.0,0.2533829747060507,Unclear,"[7738397.182556573, 5239941.0302150315, 9235404.852520723, 3774959.355495767, 6901510.759935001, 5574469.276303856]"
EScore: 0.58 RTime: 1288.731,430.731,4.0,0.3074135291170095,Unclear,"[4837323.815832894, 9032534.49410025, 9137077.461741142, 3628808.177784166, 6810359.599855199, 6393318.618486837]"
EScore: 0.58 RTime: 2423.376,417.9872,2.0,0.18344886395035317,Unclear,"[32231189.423832674, 28091360.745811496, 42798920.240923785, 21945107.010546483, 21072066.681806322, 32441014.597503945]"
EScore: 0.58 RTime: 1503.329,403.7232,4.0,0.3976302362712852,Unclear,"[9813189.179652004, 15332852.936255917, 23937199.71932588, 12973300.316126151, 10732181.948061524, 12212485.444391651]"
EScore: 0.58 RTime: 1312.083,404.2326,2.0,0.3254356431383498,Unclear,"[9016188.314766759, 9031707.15123665, 4743922.906335214, 3871252.859365162, 5176245.11191212, 7632877.50278544]"
EScore: 0.58 RTime: 1335.482,332.1909,5.0,0.5435974593028113,Unclear,"[6286247.695514191, 2391506.406909092, 2202342.0531914216, 2854926.5068190875, 2108446.6317209606, 3000779.0655573704]"
EScore: 0.58 RTime: 1856.307,406.9904,2.0,0.5036248613541067,Unclear,"[43832070.095187, 12860269.557739472, 25704371.908863597, 24537437.895413063, 15362991.763847401, 20417554.842378903]"
EScore: 0.58 RTime: 1872.247,413.7233,4.0,0.23863987649293128,Unclear,"[20455374.8089166, 30704033.31469652, 36833768.10390315, 23520462.011637572, 20634382.470158014, 20265425.32583588]"
EScore: 0.58 RTime: 1661.144,411.1998,2.0,0.4228055589769189,Unclear,"[2329969.0604588813, 4825251.036557239, 6526020.755753804, 3010256.0310860937, 3857071.5478176395, 3149113.9696043287]"
