Compound,m/z,z,p value,specificity
"Sel Score: 1.0 RTime: 3322.607 Areas: [1031949.4533082068, 476768.7066993218, 743145.3240127262, 342740.7430930259, 318098.2620437216, 372085.3981259296]",753.8464,2.0,0.02468979223835765,12ca5
"Sel Score: 1.0 RTime: 2632.694 Areas: [4250748.896194113, 775792.8085723456, 494752.96426517563, 523815.5488624056, 1508896.2769879173, 228661.09262776483]",759.3302,2.0,0.008153432957656592,12ca5
"Sel Score: 1.0 RTime: 2859.39 Areas: [869283.4312067707, 1008774.3009488316, 966501.4844496875, 1130085.7142992811, 387444.30798418896, 413035.798086326]",692.3211,2.0,0.0014553120228497061,12ca5
"Sel Score: 1.0 RTime: 2905.589 Areas: [626571.3724882976, 452832.75695756293, 93102.81847814312, 608267.4983896584, 1292174.8821596433, 258501.60763151335]",787.3434,2.0,0.007560710254181747,12ca5
"Sel Score: 1.0 RTime: 3493.221 Areas: [1477002.390321375, 898807.7597371282, 820764.5940327983, 147830.65057013606, 576961.7499769564, 359561.9732952858]",782.8667,2.0,0.030065112988572992,12ca5
"Sel Score: 1.0 RTime: 3484.838 Areas: [482553.77754634677, 400350.6633282772, 86822.11903807438, 230546.52809057824, 265854.6038017032, 276322.80583075696]",782.867,2.0,0.012775907228123398,12ca5
"Sel Score: 1.0 RTime: 2712.702 Areas: [1381624.5881697384, 278450.54649898486, 517851.77776328084, 307186.7152688322, 515364.49582396325, 150718.93375662487]",778.3433,2.0,0.01250562661217688,12ca5
"Sel Score: 1.0 RTime: 1965.933 Areas: [222648.20160599166, 590066.0897230612, 591523.3569036326, 469614.32611551095, 538367.6960989005, 258782.6764550774]",509.9053,3.0,0.07598521585329694,12ca5
"Sel Score: 1.0 RTime: 2672.741 Areas: [456379.05761809857, 874092.0607830168, 386700.0012256774, 815347.6829228606, 886617.578924191, 430076.56862551987]",759.3299,2.0,0.012100461714715065,12ca5
"Sel Score: 1.0 RTime: 3372.78 Areas: [1627884.8233486956, 770321.8974189918, 942691.959381243, 1020526.2931118098, 1530446.191665718, 468553.697108548]",741.868,2.0,0.1260777282996036,12ca5
"Sel Score: 1.0 RTime: 2542.245 Areas: [926112.7731980205, 573513.6957956917, 776083.8977149999, 180587.03941881759, 436431.1700437265, 327265.03198021295]",729.84,2.0,0.0004021428635362298,12ca5
"Sel Score: 1.0 RTime: 2192.308 Areas: [1184989.0057062649, 1108261.344557334, 517128.72912341874, 273747.7748340572, 555394.758215563, 88147.78029530187]",747.3461,2.0,0.07324934462833325,12ca5
